Model,SNR Change (%),MCD Change (%),Correlation Change (%)
iSTFT Best MCD,-0.73% (-1.84 vs -1.82 dB),-4.25% (12.36 vs 12.90 dB),+150.74% (-0.0081 vs -0.0032)
