,6.0,6.242424242424242,6.484848484848484,6.7272727272727275,6.96969696969697,7.212121212121212,7.454545454545455,7.696969696969697,7.9393939393939394,8.181818181818182,8.424242424242424,8.666666666666668,8.90909090909091,9.151515151515152,9.393939393939394,9.636363636363637,9.878787878787879,10.121212121212121,10.363636363636363,10.606060606060606,10.848484848484848,11.09090909090909,11.333333333333334,11.575757575757576,11.818181818181818,12.06060606060606,12.303030303030303,12.545454545454547,12.787878787878789,13.030303030303031,13.272727272727273,13.515151515151516,13.757575757575758,14.0,14.242424242424242,14.484848484848484,14.727272727272727,14.96969696969697,15.212121212121213,15.454545454545455,15.696969696969697,15.93939393939394,16.18181818181818,16.424242424242422,16.666666666666668,16.90909090909091,17.151515151515152,17.393939393939394,17.636363636363637,17.87878787878788,18.12121212121212,18.363636363636363,18.606060606060606,18.84848484848485,19.090909090909093,19.333333333333336,19.575757575757578,19.81818181818182,20.060606060606062,20.303030303030305,20.545454545454547,20.78787878787879,21.03030303030303,21.272727272727273,21.515151515151516,21.757575757575758,22.0,22.242424242424242,22.484848484848484,22.727272727272727,22.96969696969697,23.21212121212121,23.454545454545453,23.6969696969697,23.93939393939394,24.181818181818183,24.424242424242426,24.666666666666668,24.90909090909091,25.151515151515152,25.393939393939394,25.636363636363637,25.87878787878788,26.12121212121212,26.363636363636363,26.606060606060606,26.848484848484848,27.09090909090909,27.333333333333336,27.575757575757578,27.81818181818182,28.060606060606062,28.303030303030305,28.545454545454547,28.78787878787879,29.03030303030303,29.272727272727273,29.515151515151516,29.757575757575758,30.0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.991890410523098e-11,8.036283756401502e-11,7.548816014427443e-11,6.696746342967517e-11,5.489871202061698e-11,3.928643067121449e-11,2.0718602465464665e-11,3.181605559237899e-13,-2.0520932903180965e-11,-4.0291483773714385e-11,-5.743327358671385e-11,-7.044655139120232e-11,-7.813095819839604e-11,-7.98729316710059e-11,-7.583405142043613e-11,-6.693876727597803e-11,-5.4664542056568536e-11,-4.0722682562638876e-11,-2.6741759079537013e-11,-1.4036388616687186e-11,-3.492761746038541e-12,4.441160699504895e-12,9.694938094638766e-12,1.248117329039072e-11,1.3194768145607939e-11,1.2322714495364687e-11,1.037164897111712e-11,7.815144120390707e-12,5.059688598930313e-12,2.42685446836553e-12,1.4835298375479003e-13,-1.629664614502061e-12,-2.83661563461601e-12,-3.4647220236990894e-12,-3.5556015524842374e-12,-3.1873046626014046e-12,-2.4622899648407874e-12,-1.4962029821080158e-12,-4.0756066309459474e-13,6.917438010490597e-13,1.7046637258737233e-12,2.5554870970718057e-12,3.1940861403749514e-12,3.5975813066169336e-12,3.769349385541028e-12,3.7356451132608625e-12,3.5403772155173076e-12,3.238762920398259e-12,2.890641670802617e-12,2.554168472568127e-12,2.280459897834437e-12,2.109571030762484e-12,2.067978225460114e-12,2.1675605001110074e-12,2.4059259115405857e-12,2.7678621891588537e-12,3.2275584178569407e-12,3.751365566460822e-12,4.300754179279544e-12,4.835233241191996e-12,5.3150491112611164e-12,5.703457872542933e-12,5.968552666614791e-12,6.084554448898688e-12,6.0325679608878416e-12,5.800872582899759e-12,5.384758548181891e-12,4.786061550668081e-12,4.012423855764887e-12,3.0763454607254707e-12,1.994270073865909e-12,7.855039003311516e-13,-5.286634126041212e-13,-1.925896357624643e-12,-3.3835228984328802e-12,-4.879202911978301e-12,-6.391431868694835e-12,-7.899920895026817e-12,-9.38592192873892e-12,-1.0832368828540165e-11,-1.222407044907024e-11,-1.3547690962904838e-11,-1.4791848210583125e-11,-1.594700999079758e-11,-1.7005517123323655e-11,-1.796145440105994e-11,-1.8810605066994047e-11,-1.9550328168706253e-11,-2.0179467562313834e-11,-2.0698212531737504e-11,-2.1108008662779276e-11,-2.1411384885224336e-11,-2.1611870568325898e-11,-2.1713838281486765e-11,-2.17223567244667e-11,-2.1643097805540427e-11,-2.1482185364086423e-11,-2.1246072669673583e-11,-2.0941444340078624e-11,-2.0575096951370066e-11
2,8.482873845871704e-11,8.635330042181593e-11,9.420774696300865e-11,1.0242970004547523e-10,1.064199741911523e-10,1.0392607539024025e-10,9.499543985129001e-11,8.129098171370477e-11,6.521154733046777e-11,4.913060638156448e-11,3.4907877199865235e-11,2.3694575885080847e-11,1.5962715380107117e-11,1.1653559577429743e-11,1.0354431459735482e-11,1.1451747558914195e-11,1.4245130816061039e-11,1.8028470828189137e-11,2.2149008108425844e-11,2.605161425664259e-11,2.9310037417048027e-11,3.164370901166092e-11,3.2918830073015056e-11,3.3134397077457785e-11,3.239637148454608e-11,3.088473264109678e-11,2.88186920837129e-11,2.6424700162496565e-11,2.391062147583684e-11,2.1447917046866632e-11,1.916217692303105e-11,1.7131113621026437e-11,1.5388308537755513e-11,1.3930617935456805e-11,1.2727280411966235e-11,1.1729094021929707e-11,1.0876736937557718e-11,1.0107711877996957e-11,9.361927387091118e-12,8.586044345966943e-12,7.736787361766286e-12,6.783330880859363e-12,5.708714963695831e-12,4.510288707055184e-12,3.1990776842789943e-12,1.7981181880377233e-12,3.398915461464644e-13,-1.1368914929081043e-12,-2.5908257344953906e-12,-3.98130615657048e-12,-5.271647879446353e-12,-6.431567602056051e-12,-7.438860892975507e-12,-8.280216667974068e-12,-8.95121084736738e-12,-9.455587554122556e-12,-9.804017380642951e-12,-1.0012506291601632e-11,-1.0100656980410512e-11,-1.0089955911841895e-11,-1.0002190653092578e-11,-9.858174149187684e-12,-9.676720672399839e-12,-9.473972645122865e-12,-9.263035903155672e-12,-9.053873350768582e-12,-8.853455396042784e-12,-8.66602093742871e-12,-8.493487281825412e-12,-8.335930122582073e-12,-8.192005098127383e-12,-8.059435268300004e-12,-7.9353787393718e-12,-7.816781890015556e-12,-7.700646172168367e-12,-7.584216089856249e-12,-7.4651395580846e-12,-7.341513497297663e-12,-7.211956673747757e-12,-7.075560884474031e-12,-6.9319020446442745e-12,-6.780947639462268e-12,-6.623029056749108e-12,-6.458745635535235e-12,-6.288915353398753e-12,-6.1145007063412714e-12,-5.936549374399303e-12,-5.7561494647184915e-12,-5.57438492731474e-12,-5.392288571530395e-12,-5.210839531193819e-12,-5.0309153673235025e-12,-4.853307513683814e-12,-4.678700070398202e-12,-4.507662575561552e-12,-4.340669079144725e-12,-4.1780916405739116e-12,-4.020207473581807e-12,-3.867214403412346e-12,-3.719234519491364e-12
3,1.3948257910980465e-10,1.3244025395092734e-10,1.2411983834618303e-10,1.1214300557976903e-10,9.387916853578573e-11,6.952495590384087e-11,4.237733977337485e-11,1.715320435452571e-11,-1.9516851827167063e-12,-1.2422412911150142e-11,-1.3668890422007162e-11,-6.689688512129734e-12,6.4840147202067e-12,2.3351194262488778e-11,4.1415160397461456e-11,5.852444486072289e-11,7.306106639260723e-11,8.39881839221792e-11,9.079952858167927e-11,9.342498561732865e-11,9.213382763842402e-11,8.745267688476288e-11,8.009324103035693e-11,7.087793691713397e-11,6.065661951710194e-11,5.021834999220993e-11,4.0211493902546316e-11,3.108732252038975e-11,2.3077980933929327e-11,1.6211402269085595e-11,1.035717225432253e-11,5.291293088776778e-12,7.652285060811461e-13,-3.4340139658733917e-12,-7.442102541042158e-12,-1.1298621958400258e-11,-1.495012921649874e-11,-1.8270843819782158e-11,-2.1094006360285648e-11,-2.3246528876301282e-11,-2.4580693138640065e-11,-2.4998232575397408e-11,-2.4464832531045345e-11,-2.3014165466214894e-11,-2.074309225129716e-11,-1.7799986697925125e-11,-1.4368753567872981e-11,-1.0651040520407925e-11,-6.8488163105630926e-12,-3.1490028225476216e-12,2.8869027901735947e-13,3.340103515507625e-12,5.92098092381114e-12,7.987568925477512e-12,9.534013771304333e-12,1.0587115048893094e-11,1.1199654409249357e-11,1.1442615553342122e-11,1.1397430139540229e-11,1.1148754201300591e-11,1.0778181915453257e-11,1.035943914342556e-11,9.954813893292244e-12,9.613190988676031e-12,9.369204276556395e-12,9.243554386679985e-12,9.244301894458572e-12,9.368371159418856e-12,9.603717253607798e-12,9.9315926043857e-12,1.0328511535203303e-11,1.0768371555730509e-11,1.1224133017642836e-11,1.16692473586646e-11,1.2078896713389873e-11,1.2430703697055287e-11,1.2705499919358132e-11,1.2887473751438831e-11,1.2964523479907006e-11,1.2928056515524721e-11,1.2773016473609434e-11,1.2497524560992173e-11,1.2102674648753453e-11,1.1592150323780537e-11,1.0971874346038344e-11,1.0249674703724427e-11,9.434862777285726e-12,8.537960851244357e-12,7.570340040740584e-12,6.543881000456422e-12,5.4707843643098404e-12,4.3632292745710485e-12,3.2332366998676965e-12,2.0924349006504707e-12,9.51899914843867e-13,-1.7795173054229554e-13,-1.2874897171294355e-12,-2.367938527402719e-12,-3.4114407415372968e-12,-4.411092945334657e-12
4,1.3550153736238534e-10,1.519384782891425e-10,1.5238821940459946e-10,1.3786473348702607e-10,1.1378029192092039e-10,8.885053606497984e-11,7.355947462170397e-11,7.767380768661726e-11,1.0710696774782174e-10,1.614868561010249e-10,2.3380294552976555e-10,3.1241912964998477e-10,3.844859294142244e-10,4.3926858420177617e-10,4.702656068771697e-10,4.75762292434188e-10,4.5811874592544947e-10,4.2238257568722914e-10,3.7478781656556886e-10,3.2150710771715383e-10,2.678157394595223e-10,2.1766945752488428e-10,1.7361588499386936e-10,1.369282465968557e-10,1.0785983203816848e-10,8.593782623214792e-11,7.024342438838718e-11,5.964751616257321e-11,5.298923005702378e-11,4.919650540367921e-11,4.735510214515953e-11,4.673621298541108e-11,4.6794258541100744e-11,4.71458095947926e-11,4.7539330956889175e-11,4.7822770045719616e-11,4.791414168452168e-11,4.777731276840191e-11,4.740418901881238e-11,4.6802502954888044e-11,4.5988336396172005e-11,4.4981942839036126e-11,4.380574180940353e-11,4.248340552367516e-11,4.1039480324629725e-11,3.949911612558445e-11,3.7887733859890754e-11,3.623058244927876e-11,3.45522034075988e-11,3.2875845279220715e-11,3.1222871606524936e-11,2.961219977298607e-11,2.805980201040598e-11,2.6578296542410228e-11,2.5176651451569625e-11,2.3860048406946072e-11,2.2629864069430474e-11,2.1483860943932088e-11,2.041652361465387e-11,1.9419553214746743e-11,1.848246439014855e-11,1.7593302280260146e-11,1.673937089071809e-11,1.5907954077526835e-11,1.508701882435935e-11,1.4265797452548474e-11,1.343528075198271e-11,1.2588562140651162e-11,1.1721044277912053e-11,1.0830532544637517e-11,9.91713696110778e-12,8.983142887570115e-12,8.032705691531564e-12,7.071555288794313e-12,6.106594945118015e-12,5.145527876590845e-12,4.1964625164583116e-12,3.2675462932595e-12,2.3666501104589652e-12,1.5010744088826664e-12,6.773471970174194e-13,-9.896035575680203e-14,-8.233229744724789e-13,-1.492326608016477e-12,-2.1036689170608673e-12,-2.6561181742864274e-12,-3.1494594625161905e-12,-3.5843793957974412e-12,-3.962363974576073e-12,-4.285590920525162e-12,-4.5567712954245035e-12,-4.779063910062452e-12,-4.9559206613762615e-12,-5.090997877020129e-12,-5.188059001027458e-12,-5.250875331059764e-12,-5.283165350650662e-12,-5.288526801454581e-12,-5.2703957929351875e-12,-5.232011420106741e-12
5,4.1469353607783506e-11,4.747567469467152e-11,5.477696992076178e-11,6.351732538185266e-11,7.302016972988447e-11,8.233484888834495e-11,9.080593497545903e-11,9.834152888158442e-11,1.0526989150704927e-10,1.1193860154924516e-10,1.183443266467017e-10,1.2400607790579402e-10,1.2810770568483092e-10,1.2978918162464147e-10,1.2843098212509786e-10,1.2382586237064353e-10,1.1620749884106146e-10,1.0616306725287252e-10,9.448332641380209e-11,8.200401068212114e-11,6.947752972764587e-11,5.7494031248928005e-11,4.6452624516172975e-11,3.657146981056716e-11,2.7920508818322485e-11,2.046174709608078e-11,1.4086927117915113e-11,8.647890118238354e-12,3.97914433457758e-12,-8.57669689025628e-14,-3.70222054330577e-12,-7.005627306662509e-12,-1.0105206785964703e-11,-1.3080625110555173e-11,-1.598145568474614e-11,-1.8829359352801462e-11,-2.1622363668967153e-11,-2.434054456627357e-11,-2.695209162595876e-11,-2.9419093528498696e-11,-3.170238912042781e-11,-3.3765218545754345e-11,-3.5575662195306395e-11,-3.710802905393094e-11,-3.834349365481788e-11,-3.9270287435361113e-11,-3.988369348809804e-11,-4.0185993161939545e-11,-4.0186404877493373e-11,-3.990096890541645e-11,-3.935228388106512e-11,-3.856899547882021e-11,-3.7584967900925476e-11,-3.6438120857114365e-11,-3.5168973230335345e-11,-3.3818983368144144e-11,-3.2428809150735154e-11,-3.103663165491116e-11,-2.967666241451495e-11,-2.8377947178434782e-11,-2.7163513148298066e-11,-2.6049949559190224e-11,-2.5047337435864966e-11,-2.415955466080648e-11,-2.3384871159614346e-11,-2.2716758005809712e-11,-2.2144863040576498e-11,-2.1656012184374572e-11,-2.123523966184107e-11,-2.0866762129196713e-11,-2.0534807286231558e-11,-2.0224358742439272e-11,-1.9921712823647282e-11,-1.961489889305838e-11,-1.929395244160773e-11,-1.8951031252747945e-11,-1.8580450687174727e-11,-1.817857158528189e-11,-1.774367222006213e-11,-1.72757029400187e-11,-1.677607079484238e-11,-1.6247348650323458e-11,-1.5693033748274166e-11,-1.5117277407348754e-11,-1.4524657979828995e-11,-1.391997139394838e-11,-1.3308039376813833e-11,-1.2693572994399704e-11,-1.2081045604457067e-11,-1.1474585240941418e-11,-1.0877939870905955e-11,-1.0294396460389523e-11,-9.726795947328399e-12,-9.177508893431077e-12,-8.648437097542553e-12,-8.141057080753512e-12,-7.65643269382602e-12,-7.195249358330444e-12,-6.757861272424563e-12,-6.344322928866166e-12
6,1.591767078296752e-10,1.8026435685069807e-10,1.9601844452966269e-10,2.0909762185287858e-10,2.218463723196998e-10,2.360273653360251e-10,2.5286659852444796e-10,2.7266625625577025e-10,2.943404640607817e-10,3.154950766252323e-10,3.3315679961593397e-10,3.447426220444391e-10,3.4879024529490467e-10,3.452198490744867e-10,3.351658732532695e-10,3.205494094258143e-10,3.035714480630671e-10,2.8626149041328975e-10,2.7016123916725806e-10,2.56174180330412e-10,2.445726594330407e-10,2.351251825820236e-10,2.272905267810623e-10,2.2042237645396347e-10,2.139381611109382e-10,2.0742441688977907e-10,2.006724876859968e-10,1.9365644808164456e-10,1.8647555640509046e-10,1.7928545656021388e-10,1.72237629491685e-10,1.654385594628047e-10,1.5893191588444797e-10,1.5270071068404384e-10,1.4668338930074234e-10,1.407961937495487e-10,1.3495630932193443e-10,1.291007325581987e-10,1.2319904668098673e-10,1.172590574779796e-10,1.1132597394886331e-10,1.0547638912504034e-10,9.980828674908708e-11,9.442917332808435e-11,8.944354024524577e-11,8.494120280254539e-11,8.098765972179971e-11,7.761733879731875e-11,7.48302373477583e-11,7.259207794367285e-11,7.083771884775196e-11,6.947722926860055e-11,6.840380198523421e-11,6.750255613779828e-11,6.665927053993722e-11,6.576832152206005e-11,6.473894727193501e-11,6.349977248034052e-11,6.200122613772044e-11,6.021604170726351e-11,5.813801226861519e-11,5.577953476093476e-11,5.316823022980305e-11,5.0342989122352915e-11,4.735022493310087e-11,4.4240104117223573e-11,4.1063274574691306e-11,3.786834314385709e-11,3.4699789251616123e-11,3.1596685238901586e-11,2.859183501835965e-11,2.5711639188640132e-11,2.2976034183898758e-11,2.0399113843330145e-11,1.7989530775231167e-11,1.575141303217622e-11,1.368496138906387e-11,1.1787328961889391e-11,1.0053239984797304e-11,8.475658678407864e-12,7.046337547604176e-12,5.75623111033814e-12,4.595938420034493e-12,3.5558965651185116e-12,2.6267137519578436e-12,1.7992106340294288e-12,1.064654174349704e-12,4.147251240368571e-13,-1.5837675904549537e-13,-6.61910261556372e-13,-1.1026236473322206e-12,-1.4867298622020829e-12,-1.8199410465201855e-12,-2.1074744419452204e-12,-2.3540971303413877e-12,-2.5641292746370813e-12,-2.741481020030674e-12,-2.889697783974652e-12,-3.0119563251400746e-12,-3.111110574062608e-12
7,2.0519235702616633e-10,1.3597378696242177e-10,7.068324716320888e-11,1.6962840530829842e-11,-2.2752215941072873e-11,-5.0686691208815947e-11,-7.162195037598035e-11,-9.029272343131422e-11,-1.0947410072443864e-10,-1.2939367752738154e-10,-1.4834290651247433e-10,-1.6387866993839348e-10,-1.7396066637360726e-10,-1.7762515648503993e-10,-1.7511548471475673e-10,-1.6761031073394745e-10,-1.567686019780045e-10,-1.4428160281196106e-10,-1.3154846871643795e-10,-1.1951598915492917e-10,-1.0866683428788322e-10,-9.910911330981647e-11,-9.071155354039085e-11,-8.323632521695997e-11,-7.643948219738885e-11,-7.012812187377841e-11,-6.417877591112063e-11,-5.852963633790349e-11,-5.3160660552829625e-11,-4.80725024228893e-11,-4.3270413913371665e-11,-3.87549514167992e-11,-3.4518467885403434e-11,-3.054530595928802e-11,-2.681368930886723e-11,-2.329784267074887e-11,-1.996987949659634e-11,-1.6801291079167833e-11,-1.3764238332136762e-11,-1.0832866687031369e-11,-7.984662804290527e-12,-5.201781576822774e-12,-2.47215538406981e-12,2.0980496089465035e-13,2.8430828477216846e-12,5.420557086964485e-12,7.930094100006861e-12,1.0356103465325886e-11,1.2681368123284845e-11,1.488893249690668e-11,1.6963835939028275e-11,1.8894510460392393e-11,2.0673713582605732e-11,2.2298931089546625e-11,2.3772251295826605e-11,2.509977636691935e-11,2.6290675799558195e-11,2.735603346830796e-11,2.8307632061082752e-11,2.9156822098106645e-11,2.9913563947324285e-11,3.0585778146858764e-11,3.117896312664868e-11,3.16961252329103e-11,3.213797896992576e-11,3.250332519580798e-11,3.2789606359441334e-11,3.299345041984258e-11,3.311125738597984e-11,3.313975477751904e-11,3.3076352141157846e-11,3.291951513748971e-11,3.266891125061692e-11,3.2325516712363604e-11,3.189160415098751e-11,3.137063774243216e-11,3.076717657427866e-11,3.008665732641422e-11,2.9335273996346697e-11,2.8519742794035387e-11,2.76471879956393e-11,2.6724952213732605e-11,2.5760491873612182e-11,2.4761258932050745e-11,2.373459794541463e-11,2.268769621148912e-11,2.1627476559741027e-11,2.056058908919075e-11,1.9493340483133385e-11,1.8431636867134795e-11,1.73809922025266e-11,1.6346454031465797e-11,1.533261623572879e-11,1.4343578946551522e-11,1.338294397680812e-11,1.2453810609786927e-11,1.1558772718943836e-11,1.0699938542404851e-11,9.878930621083817e-12,9.096914503402753e-12
8,-2.289619784361523e-11,-1.966268941273564e-11,-1.143603158552009e-11,-6.869489239803898e-13,1.0088687104217609e-11,1.927783156243997e-11,2.647717874338712e-11,3.2085750718581387e-11,3.667146806999599e-11,4.058414314779811e-11,4.391943322367094e-11,4.667002743013025e-11,4.886030137960505e-11,5.056283373834319e-11,5.181703272611263e-11,5.253520054263611e-11,5.2473994089516374e-11,5.129652064747937e-11,4.869515842385138e-11,4.451712406166299e-11,3.884159280657818e-11,3.198470630226689e-11,2.443980476547202e-11,1.6779559178365417e-11,9.551753018794819e-12,3.194229213189352e-12,-2.0171484410978488e-12,-5.9845546667150404e-12,-8.773247370437802e-12,-1.0574712374710602e-11,-1.1658182650005887e-11,-1.232001322975401e-11,-1.2838527314697704e-11,-1.3439530713630817e-11,-1.4275224474795635e-11,-1.5416832966322867e-11,-1.6859309043744163e-11,-1.8535196671359987e-11,-2.0333946699971316e-11,-2.2123169404074593e-11,-2.376868484479272e-11,-2.5151145057301467e-11,-2.6177972818896217e-11,-2.6790140072717498e-11,-2.696411469898683e-11,-2.670973090062246e-11,-2.6065032583463773e-11,-2.5089228560839578e-11,-2.3854848737056048e-11,-2.244004079923398e-11,-2.092173564448953e-11,-1.9370170422963802e-11,-1.784501953514915e-11,-1.6393169775098544e-11,-1.504799556265903e-11,-1.3829920258438825e-11,-1.2747844521853058e-11,-1.1801216182104075e-11,-1.0982350030761945e-11,-1.027874956499595e-11,-9.675297070856303e-12,-9.156002530748418e-12,-8.705493782630149e-12,-8.310024610974311e-12,-7.958133317500205e-12,-7.640971132919458e-12,-7.352277123140704e-12,-7.088279114852497e-12,-6.847321201763323e-12,-6.629384715597542e-12,-6.435690026133138e-12,-6.268123392365287e-12,-6.12881608525348e-12,-6.019701866473524e-12,-5.942165573409501e-12,-5.896798897578802e-12,-5.883186750081064e-12,-5.899868586859631e-12,-5.944283740608338e-12,-6.012903630419696e-12,-6.101312141330351e-12,-6.204449372824596e-12,-6.316772971630534e-12,-6.432545070783266e-12,-6.546012951735757e-12,-6.651674873344964e-12,-6.744432165998569e-12,-6.819782848105892e-12,-6.8739234088164636e-12,-6.903842021642554e-12,-6.907350921977667e-12,-6.883115489408824e-12,-6.830595712401761e-12,-6.75000396488437e-12,-6.642258051336296e-12,-6.508835583518364e-12,-6.351702579219072e-12,-6.173231561913948e-12,-5.9760430037461566e-12,-5.76294030140839e-12
