timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-02T06:07:44,codecarbon,e8fbf005-8714-4b9a-a765-0a7de16d29ff,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,153.78812019500015,0.0036852646073084047,2.396325933781859e-05,42.5,129.9605907413675,20.0,0.001814289011413201,0.005474048268124,0.0008537207294888896,0.00814205800902609,United States,USA,iowa,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.11.13,3.0.5,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,31.35049057006836,machine,N,1.0
