timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-05T14:55:58,codecarbon,fb655efd-9592-40d3-a21d-e2eb1c3dacd5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,596.1198562879999,0.014185344583487445,2.3796128301812785e-05,42.5,132.73734839288687,20.0,0.0070323742247437445,0.020999024021428,0.003309064592705557,0.0313404628388773,United States,USA,iowa,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.11.13,3.0.5,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,31.35049057006836,machine,N,1.0
