timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-05T15:01:16,codecarbon,2493d94e-897e-4bef-8e92-df4c497b0ea7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,313.5357732990001,0.007596371198804379,2.4228084466649298e-05,42.5,132.7074991679848,20.0,0.0036987379391381974,0.011343945464037997,0.001740397745488887,0.016783081148665082,United States,USA,iowa,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.11.13,3.0.5,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,31.35049057006836,machine,N,1.0
