timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-05T15:17:13,codecarbon,60f51d36-6794-41fb-a096-dd45f55429cb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,314.15782306899973,0.007609840105249525,2.422298458433787e-05,42.5,132.17961034238695,20.0,0.00370601536299446,0.011362953257021989,0.0017438701252611103,0.01681283874527756,United States,USA,iowa,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.11.13,3.0.5,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,31.35049057006836,machine,N,1.0
