timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-20T12:45:43,codecarbon,475b670d-d25e-40cf-8c9b-f004c6bc615f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1480.6139532169998,0.035539874250089885,2.4003471109312948e-05,42.5,130.05767664973106,20.0,0.017466883201183347,0.05283424282291603,0.008219074995894448,0.0785202010199938,United States,USA,iowa,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.11.13,3.0.7,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,31.35049057006836,machine,N,1.0
