timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-20T14:00:30,codecarbon,a4cdab96-3c0d-4105-9186-fbf552585798,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1490.409635776,0.03576937445888933,2.3999693507258875e-05,42.5,130.0407935874855,20.0,0.01758254527022565,0.05317117503690601,0.008273528160533353,0.07902724846766498,United States,USA,iowa,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.11.13,3.0.7,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-95.8517,41.2591,31.35049057006836,machine,N,1.0
