timestamps,TP9,AF7,AF8,TP10,Marker0
1594927545.985,-8.789,-10.254,-31.738,-39.062,0
1594927545.989,-11.230,-13.184,-31.738,-38.086,0
1594927545.993,-18.555,-16.602,-31.738,-44.922,0
1594927546.007,-21.973,-21.973,-46.387,-51.270,0
1594927546.011,-20.508,-28.809,-38.086,-41.016,0
1594927546.015,-31.738,-34.180,-36.133,-32.715,0
1594927546.019,-45.898,-31.250,-39.551,-37.109,0
1594927546.023,-49.805,-25.391,-31.250,-35.645,0
1594927546.027,-51.270,-24.902,-30.273,-31.250,0
1594927546.031,-60.059,-27.344,-32.227,-41.992,0
1594927546.034,-62.012,-26.367,-35.156,-46.875,0
1594927546.038,-53.223,-20.996,-30.762,-44.434,0
1594927546.042,-54.199,-15.137,-32.715,-46.875,0
1594927546.046,-51.758,-21.484,-37.109,-56.641,0
1594927546.050,-45.410,-29.297,-36.621,-43.945,0
1594927546.044,-45.898,-25.879,-34.668,-35.156,0
1594927546.048,-41.992,-24.902,-28.809,-50.293,0
1594927546.052,-42.480,-29.785,-28.809,-48.828,0
1594927546.056,-42.480,-33.203,-32.715,-49.805,0
1594927546.060,-45.410,-32.227,-26.855,-59.082,0
1594927546.064,-45.898,-24.902,-20.508,-45.410,0
1594927546.068,-42.480,-22.949,-21.484,-33.691,0
1594927546.071,-48.828,-25.879,-20.996,-36.133,0
1594927546.075,-30.273,-28.320,-25.391,-37.598,0
1594927546.079,-26.855,-23.438,-28.320,-37.598,0
1594927546.083,-47.852,-15.137,-30.273,-41.992,0
1594927546.087,-43.945,-9.277,-27.832,-38.086,0
1594927546.101,-30.762,-11.719,-27.832,-35.645,0
1594927546.105,-37.109,-13.672,-30.762,-44.922,0
1594927546.109,-45.898,-13.184,-31.250,-37.598,0
1594927546.113,-36.133,-15.137,-23.438,-31.250,0
1594927546.117,-26.855,-16.113,-19.531,-36.621,0
1594927546.121,-31.250,-19.531,-21.484,-34.668,0
1594927546.125,-37.109,-20.020,-22.461,-30.273,0
1594927546.128,-37.598,-17.090,-25.391,-24.414,0
1594927546.132,-35.156,-17.578,-27.344,-29.785,0
1594927546.136,-31.250,-21.484,-26.367,-35.156,0
1594927546.140,-35.645,-20.996,-29.297,-37.598,0
1594927546.144,-36.133,-26.367,-28.809,-35.645,0
1594927546.138,-29.297,-34.180,-21.484,-29.297,0
1594927546.142,-36.621,-32.227,-17.578,-30.273,0
1594927546.146,-39.551,-26.367,-21.484,-30.273,0
1594927546.150,-38.574,-26.855,-26.367,-28.809,0
1594927546.154,-38.574,-26.855,-31.250,-39.062,1
1594927546.158,-27.832,-25.879,-25.391,-56.152,0
1594927546.162,-29.785,-26.855,-22.461,-45.410,0
1594927546.165,-40.039,-23.926,-27.344,-35.645,0
1594927546.169,-28.809,-22.461,-25.879,-38.574,0
1594927546.173,-21.973,-22.949,-27.832,-43.457,0
1594927546.177,-26.367,-18.066,-30.273,-44.434,0
1594927546.181,-33.691,-14.648,-26.367,-45.898,0
1594927546.194,-43.457,-20.996,-19.043,-45.410,0
1594927546.198,-45.410,-17.578,-23.438,-49.316,0
1594927546.202,-50.781,-20.508,-33.203,-47.363,0
1594927546.206,-50.293,-19.043,-26.855,-46.875,0
1594927546.210,-40.039,-11.719,-24.902,-50.293,0
1594927546.214,-41.016,-13.184,-29.785,-49.805,0
1594927546.218,-40.039,-16.113,-27.344,-50.781,0
1594927546.221,-45.898,-13.184,-29.785,-45.898,0
1594927546.225,-47.363,-9.766,-27.344,-47.363,0
1594927546.229,-39.551,-8.789,-20.020,-42.969,0
1594927546.233,-32.227,-9.277,-17.090,-35.645,0
1594927546.237,-20.996,-11.719,-22.949,-37.598,0
1594927546.232,-21.484,-8.301,-26.367,-41.016,0
1594927546.236,-34.668,-11.230,-22.949,-40.039,0
1594927546.240,-38.574,-19.043,-23.926,-39.551,0
1594927546.244,-37.598,-25.391,-25.391,-43.457,0
1594927546.248,-38.086,-22.461,-30.273,-48.828,0
1594927546.252,-39.062,-17.090,-32.227,-44.434,0
1594927546.256,-39.551,-17.578,-31.250,-39.062,0
1594927546.259,-36.621,-18.066,-33.203,-48.828,0
1594927546.263,-36.621,-17.578,-34.668,-52.734,0
1594927546.267,-46.387,-19.531,-33.691,-36.621,0
1594927546.271,-47.363,-18.066,-32.715,-29.785,0
1594927546.275,-31.250,-24.414,-33.203,-36.621,0
1594927546.288,-35.645,-26.855,-28.809,-40.527,0
1594927546.292,-40.527,-25.391,-24.902,-40.039,0
1594927546.296,-28.809,-27.832,-29.297,-34.180,0
1594927546.300,-24.902,-18.555,-26.855,-31.250,0
1594927546.304,-20.508,-18.555,-27.344,-41.992,0
1594927546.308,-21.973,-24.414,-32.227,-57.617,0
1594927546.312,-17.090,-22.461,-28.809,-47.852,0
1594927546.315,-19.531,-22.461,-26.367,-28.320,0
1594927546.319,-37.598,-20.020,-25.879,-39.062,0
1594927546.323,-40.527,-16.602,-29.297,-52.246,0
1594927546.327,-47.363,-16.113,-31.738,-47.852,0
1594927546.331,-41.504,-20.996,-27.344,-44.434,0
1594927546.327,-31.738,-18.555,-25.879,-44.922,0
1594927546.331,-40.527,-21.484,-31.738,-45.410,0
1594927546.335,-38.574,-27.832,-32.715,-42.969,0
1594927546.339,-43.457,-26.367,-34.180,-41.016,0
1594927546.343,-43.457,-22.949,-34.668,-36.621,0
1594927546.347,-41.016,-22.461,-33.691,-32.227,0
1594927546.351,-40.527,-16.602,-29.785,-32.715,0
1594927546.354,-35.156,-15.137,-31.738,-33.691,0
1594927546.358,-41.504,-19.531,-21.484,-28.809,0
1594927546.362,-46.387,-20.508,-9.277,-25.879,0
1594927546.366,-41.016,-34.668,-17.578,-27.832,0
1594927546.370,-25.391,-38.086,-20.508,-27.832,0
1594927546.382,-17.090,-24.414,-17.090,-29.297,0
1594927546.386,-20.996,-23.438,-20.020,-36.621,0
1594927546.390,-22.461,-21.973,-23.438,-30.762,0
1594927546.394,-17.578,-16.602,-13.672,-22.461,0
1594927546.398,-20.996,-11.719,-12.695,-25.879,0
1594927546.402,-29.297,-19.043,-15.625,-28.320,0
1594927546.406,-33.691,-20.020,-13.672,-22.461,0
1594927546.409,-41.016,-19.043,-23.926,-26.855,0
1594927546.413,-40.039,-21.484,-25.879,-42.969,0
1594927546.417,-39.062,-20.996,-22.949,-52.246,0
1594927546.421,-38.574,-21.973,-28.320,-55.176,0
1594927546.425,-34.180,-21.973,-25.879,-46.387,0
1594927546.419,-36.621,-19.043,-22.461,-37.109,0
1594927546.423,-39.551,-20.996,-22.949,-29.785,0
1594927546.427,-41.992,-21.484,-21.973,-31.738,0
1594927546.431,-44.434,-23.926,-29.297,-43.945,0
1594927546.435,-34.180,-24.902,-30.273,-35.156,0
1594927546.439,-33.203,-20.508,-29.297,-34.180,0
1594927546.443,-47.852,-20.508,-32.227,-37.598,0
1594927546.446,-49.805,-23.926,-29.785,-29.297,0
1594927546.450,-47.852,-24.902,-30.273,-31.738,0
1594927546.454,-54.688,-22.949,-34.668,-39.062,0
1594927546.458,-42.969,-26.855,-32.715,-37.598,0
1594927546.462,-41.992,-20.996,-27.344,-42.480,0
1594927546.475,-43.945,-15.137,-23.926,-43.457,0
1594927546.479,-31.250,-18.555,-29.297,-42.969,0
1594927546.483,-28.809,-24.414,-35.156,-50.293,0
1594927546.487,-42.480,-19.531,-25.879,-45.410,0
1594927546.491,-51.270,-16.602,-28.809,-47.363,0
1594927546.495,-40.527,-19.043,-31.250,-46.387,0
1594927546.499,-32.227,-13.672,-25.391,-41.504,0
1594927546.502,-30.273,-28.320,-26.367,-42.480,0
1594927546.506,-34.668,-40.039,-25.391,-48.340,0
1594927546.510,-34.668,-28.809,-24.414,-59.570,0
1594927546.514,-33.203,-26.855,-28.320,-53.711,0
1594927546.518,-36.621,-23.438,-29.297,-45.898,0
1594927546.513,-45.410,-16.602,-19.043,-43.945,0
1594927546.517,-46.875,-19.531,-13.184,-36.133,0
1594927546.521,-41.504,-20.020,-19.043,-33.203,0
1594927546.525,-37.598,-18.555,-20.020,-35.156,0
1594927546.529,-30.273,-19.531,-22.461,-25.879,0
1594927546.533,-22.461,-21.973,-30.273,-28.320,0
1594927546.537,-22.949,-25.391,-29.785,-38.086,0
1594927546.540,-24.902,-30.273,-26.367,-41.504,0
1594927546.544,-26.855,-29.785,-26.855,-41.992,0
1594927546.548,-28.809,-26.855,-27.832,-35.156,0
1594927546.552,-30.762,-26.855,-25.391,-31.250,0
1594927546.556,-31.738,-22.461,-31.250,-39.062,0
1594927546.569,-31.738,-23.438,-31.738,-36.133,0
1594927546.573,-35.645,-26.367,-28.320,-32.227,0
1594927546.577,-35.645,-30.273,-28.320,-32.715,0
1594927546.581,-31.738,-28.809,-21.973,-41.016,0
1594927546.585,-15.137,-19.531,-18.555,-35.156,0
1594927546.589,-14.648,-18.555,-16.113,-25.879,0
1594927546.593,-25.391,-25.879,-20.020,-34.180,0
1594927546.596,-31.250,-32.227,-27.344,-37.598,0
1594927546.600,-27.832,-23.438,-22.461,-34.180,0
1594927546.604,-27.832,-22.461,-22.949,-33.203,0
1594927546.608,-31.250,-27.832,-20.996,-35.645,0
1594927546.612,-24.902,-26.367,-21.484,-38.574,0
1594927546.608,-38.574,-26.855,-23.438,-35.156,0
1594927546.612,-38.086,-30.273,-21.484,-38.574,0
1594927546.616,-23.438,-27.344,-22.949,-43.457,0
1594927546.620,-24.414,-25.879,-22.949,-36.621,0
1594927546.624,-29.785,-28.320,-24.902,-29.785,0
1594927546.628,-31.250,-27.832,-23.438,-32.227,0
1594927546.632,-22.461,-26.855,-22.461,-29.297,0
1594927546.635,-17.090,-15.137,-25.391,-23.926,0
1594927546.639,-22.461,-10.254,-26.855,-29.785,0
1594927546.643,-30.273,-16.113,-29.785,-25.391,0
1594927546.647,-34.180,-20.508,-34.668,-30.762,0
1594927546.651,-32.227,-22.461,-35.156,-42.480,0
1594927546.663,-32.715,-22.949,-28.809,-34.180,0
1594927546.667,-37.598,-21.484,-32.715,-35.645,0
1594927546.671,-38.086,-19.531,-35.156,-40.527,0
1594927546.675,-35.645,-17.090,-22.949,-38.086,0
1594927546.679,-27.832,-17.578,-28.320,-42.480,0
1594927546.683,-33.203,-23.438,-37.598,-55.176,0
1594927546.687,-36.133,-24.902,-36.133,-54.199,0
1594927546.690,-29.297,-24.414,-35.156,-49.316,0
1594927546.694,-36.133,-21.973,-27.344,-45.410,0
1594927546.698,-39.551,-23.926,-20.996,-45.410,0
1594927546.702,-40.527,-33.691,-26.855,-51.270,0
1594927546.706,-36.133,-33.203,-28.320,-50.293,0
1594927546.700,-32.715,-27.832,-24.902,-47.852,0
1594927546.704,-41.504,-23.926,-20.996,-45.898,0
1594927546.708,-36.621,-22.949,-24.414,-42.969,0
1594927546.712,-28.809,-22.461,-25.879,-38.574,0
1594927546.716,-33.691,-19.043,-26.367,-34.180,0
1594927546.720,-37.109,-18.555,-26.367,-36.133,0
1594927546.724,-41.992,-23.438,-25.391,-46.387,0
1594927546.727,-48.340,-26.367,-27.832,-41.016,0
1594927546.731,-42.969,-22.461,-30.762,-39.062,0
1594927546.735,-42.480,-25.879,-35.645,-49.316,0
1594927546.739,-43.945,-33.203,-34.180,-50.781,0
1594927546.743,-46.387,-28.320,-26.367,-50.781,0
1594927546.757,-48.828,-25.879,-25.879,-40.527,0
1594927546.761,-41.992,-24.902,-28.809,-39.062,0
1594927546.765,-33.691,-25.879,-31.738,-41.992,0
1594927546.769,-29.297,-20.508,-32.227,-41.016,0
1594927546.773,-39.062,-16.602,-30.273,-47.363,0
1594927546.777,-40.039,-21.484,-32.227,-51.270,0
1594927546.781,-29.297,-21.973,-41.992,-47.852,0
1594927546.784,-38.086,-24.902,-45.898,-46.387,0
1594927546.788,-50.293,-25.391,-40.527,-49.805,0
1594927546.792,-40.039,-25.879,-39.062,-51.270,0
1594927546.796,-35.156,-28.809,-37.598,-51.270,0
1594927546.800,-40.527,-36.133,-38.086,-52.734,0
1594927546.795,-44.922,-39.551,-37.109,-54.199,0
1594927546.799,-36.133,-31.250,-29.785,-49.316,0
1594927546.803,-25.879,-28.320,-28.809,-42.969,0
1594927546.807,-36.621,-29.785,-33.691,-43.457,0
1594927546.811,-47.852,-30.273,-35.156,-37.598,0
1594927546.815,-56.152,-29.785,-32.715,-28.320,0
1594927546.819,-65.918,-18.066,-26.367,-25.879,0
1594927546.822,-48.828,-18.555,-27.344,-28.320,0
1594927546.826,-45.410,-27.832,-30.762,-33.203,0
1594927546.830,-49.316,-28.809,-31.250,-33.203,0
1594927546.834,-52.246,-26.367,-32.227,-32.227,0
1594927546.838,-52.734,-28.320,-31.250,-40.527,0
1594927546.850,-32.715,-28.809,-29.297,-35.156,0
1594927546.854,-39.062,-27.832,-28.320,-35.156,0
1594927546.858,-49.805,-33.203,-30.273,-40.039,0
1594927546.862,-39.551,-28.809,-29.297,-37.598,0
1594927546.866,-37.598,-22.461,-21.484,-34.180,0
1594927546.870,-40.527,-21.973,-24.414,-34.180,0
1594927546.874,-41.504,-19.531,-30.273,-41.016,0
1594927546.877,-37.109,-20.508,-30.762,-39.062,0
1594927546.881,-22.461,-23.926,-23.438,-32.715,0
1594927546.885,-28.809,-22.949,-23.926,-41.504,0
1594927546.889,-42.969,-23.438,-29.785,-40.039,0
1594927546.893,-35.156,-22.949,-36.133,-32.715,0
1594927546.888,-34.180,-18.555,-26.855,-34.668,0
1594927546.892,-26.367,-17.090,-20.508,-39.551,0
1594927546.896,-25.879,-18.066,-27.344,-39.551,0
1594927546.900,-29.297,-19.043,-27.832,-39.062,0
1594927546.904,-22.949,-17.090,-25.391,-43.945,0
1594927546.908,-18.555,-13.184,-24.902,-42.969,0
1594927546.912,-15.625,-13.672,-25.391,-39.551,0
1594927546.915,-12.207,-20.508,-25.391,-38.574,0
1594927546.919,-14.160,-17.090,-24.414,-40.039,0
1594927546.923,-19.531,-14.160,-31.738,-36.621,0
1594927546.927,-15.625,-19.043,-36.133,-35.645,0
1594927546.931,-14.648,-20.508,-33.203,-34.180,0
1594927546.944,-24.902,-23.438,-32.715,-34.668,0
1594927546.948,-29.297,-18.555,-30.273,-37.598,0
1594927546.952,-28.320,-25.391,-34.668,-33.203,0
1594927546.956,-27.832,-27.832,-35.156,-33.691,0
1594927546.960,-26.855,-19.531,-28.809,-39.551,0
1594927546.964,-19.043,-20.020,-23.926,-35.645,0
1594927546.968,-16.602,-25.879,-21.973,-32.227,0
1594927546.971,-19.531,-24.902,-25.879,-28.809,0
1594927546.975,-16.113,-14.160,-23.926,-30.273,0
1594927546.979,-25.391,-10.254,-21.973,-34.668,0
1594927546.983,-31.250,-20.508,-28.809,-35.645,0
1594927546.987,-38.574,-26.855,-34.180,-39.551,0
1594927546.982,-44.434,-25.391,-36.621,-44.434,0
1594927546.986,-40.039,-24.902,-29.785,-40.527,0
1594927546.990,-35.645,-24.414,-26.855,-40.039,0
1594927546.994,-29.297,-21.973,-25.391,-38.574,0
1594927546.998,-35.645,-24.414,-27.832,-37.598,2
1594927547.002,-39.551,-25.391,-29.297,-38.086,0
1594927547.006,-37.598,-27.344,-26.367,-39.551,0
1594927547.009,-38.086,-22.949,-27.832,-42.480,0
1594927547.013,-36.621,-23.438,-26.367,-37.598,0
1594927547.017,-42.480,-27.344,-27.344,-37.109,0
1594927547.021,-44.434,-21.484,-27.344,-38.086,0
1594927547.025,-41.504,-15.625,-24.902,-40.039,0
1594927547.038,-33.691,-12.207,-20.996,-39.551,0
1594927547.042,-21.973,-10.254,-20.508,-36.133,0
1594927547.046,-27.344,-17.090,-23.926,-31.738,0
1594927547.050,-47.852,-16.113,-18.555,-29.297,0
1594927547.054,-60.059,-12.695,-17.578,-36.133,0
1594927547.058,-44.434,-22.461,-24.902,-37.598,0
1594927547.062,-34.180,-23.926,-26.367,-27.344,0
1594927547.065,-33.203,-20.508,-29.297,-26.367,0
1594927547.069,-27.344,-17.090,-29.785,-32.715,0
1594927547.073,-29.297,-13.672,-30.762,-31.250,0
1594927547.077,-29.297,-14.160,-33.691,-34.180,0
1594927547.081,-22.949,-13.672,-33.203,-36.621,0
1594927547.077,-24.414,-12.207,-29.785,-33.203,0
1594927547.081,-40.527,-17.090,-25.879,-34.668,0
1594927547.085,-40.527,-15.137,-28.320,-35.645,0
1594927547.089,-30.273,-11.230,-26.855,-30.762,0
1594927547.093,-38.574,-10.254,-28.320,-34.180,0
1594927547.097,-38.574,-13.184,-30.273,-37.598,0
1594927547.101,-51.758,-18.555,-23.926,-39.062,0
1594927547.104,-55.664,-20.508,-23.438,-38.574,0
1594927547.108,-36.621,-24.414,-24.902,-31.738,0
1594927547.112,-31.738,-26.367,-27.344,-31.250,0
1594927547.116,-37.598,-25.879,-30.273,-33.203,0
1594927547.120,-41.016,-25.391,-32.227,-35.156,0
1594927547.132,-35.645,-22.949,-32.715,-34.668,0
1594927547.136,-33.691,-19.043,-32.227,-38.086,0
1594927547.140,-43.945,-20.996,-34.668,-36.621,0
1594927547.144,-51.270,-17.578,-27.832,-31.250,0
1594927547.148,-42.480,-19.043,-25.391,-36.621,0
1594927547.152,-39.062,-23.926,-34.180,-44.922,0
1594927547.156,-42.969,-21.484,-35.645,-44.922,0
1594927547.159,-43.945,-20.508,-36.133,-39.062,0
1594927547.163,-38.574,-17.090,-33.691,-37.109,0
1594927547.167,-36.621,-15.625,-34.180,-42.480,0
1594927547.171,-38.574,-19.531,-33.203,-41.504,0
1594927547.175,-41.504,-20.508,-30.762,-44.434,0
1594927547.169,-53.223,-23.926,-25.391,-39.551,0
1594927547.173,-53.711,-22.461,-25.391,-39.062,0
1594927547.177,-46.875,-20.508,-29.297,-40.527,0
1594927547.181,-41.504,-23.926,-30.273,-32.715,0
1594927547.185,-37.109,-28.320,-31.250,-34.180,0
1594927547.189,-32.227,-22.949,-29.297,-38.574,0
1594927547.193,-28.320,-15.137,-23.438,-35.156,0
1594927547.196,-43.457,-15.625,-20.996,-30.762,0
1594927547.200,-45.898,-15.625,-21.484,-33.203,0
1594927547.204,-27.832,-14.648,-21.973,-34.668,0
1594927547.208,-30.273,-19.043,-27.344,-32.227,0
1594927547.212,-43.457,-21.973,-29.785,-32.715,0
1594927547.225,-44.434,-23.926,-30.273,-35.156,0
1594927547.229,-40.527,-29.785,-28.320,-32.227,0
1594927547.233,-36.133,-31.250,-31.738,-33.691,0
1594927547.237,-37.109,-27.344,-32.227,-44.434,0
1594927547.241,-34.668,-25.391,-30.762,-45.410,0
1594927547.245,-39.062,-23.438,-31.738,-40.039,0
1594927547.249,-35.645,-25.879,-24.902,-40.039,0
1594927547.252,-20.996,-27.344,-25.879,-39.551,0
1594927547.256,-25.391,-18.555,-26.367,-39.551,0
1594927547.260,-25.391,-13.184,-23.926,-40.039,0
1594927547.264,-17.578,-21.973,-23.926,-40.039,0
1594927547.268,-30.273,-24.902,-21.973,-35.156,0
1594927547.263,-34.180,-18.066,-21.484,-35.645,0
1594927547.267,-32.715,-18.066,-23.926,-44.434,0
1594927547.271,-39.062,-20.996,-29.297,-49.316,0
1594927547.275,-30.273,-19.043,-32.227,-44.922,0
1594927547.279,-26.855,-18.066,-34.180,-40.527,0
1594927547.283,-35.645,-18.066,-33.203,-38.574,0
1594927547.287,-40.527,-17.090,-24.414,-39.551,0
1594927547.290,-42.969,-21.484,-24.414,-38.574,0
1594927547.294,-41.992,-22.461,-28.809,-43.945,0
1594927547.298,-40.527,-24.902,-30.273,-50.781,0
1594927547.302,-48.340,-37.109,-27.832,-51.270,0
1594927547.306,-41.504,-39.551,-27.832,-53.711,0
1594927547.302,-40.527,-37.598,-31.250,-50.781,0
1594927547.306,-49.805,-37.109,-30.762,-48.340,0
1594927547.310,-42.969,-32.227,-32.715,-44.434,0
1594927547.314,-36.133,-29.785,-31.250,-43.457,0
1594927547.318,-42.969,-25.391,-29.297,-48.828,0
1594927547.322,-44.922,-24.414,-30.273,-46.387,0
1594927547.326,-46.387,-24.414,-26.855,-43.457,0
1594927547.329,-44.434,-26.855,-27.344,-35.645,0
1594927547.333,-38.086,-25.879,-24.414,-36.133,0
1594927547.337,-42.969,-22.949,-25.879,-41.504,0
1594927547.341,-32.227,-20.020,-27.344,-43.457,0
1594927547.345,-27.344,-17.090,-27.832,-48.340,0
1594927547.357,-33.203,-19.531,-26.855,-42.969,0
1594927547.361,-36.621,-18.555,-23.926,-47.363,0
1594927547.365,-44.922,-19.043,-23.438,-47.852,0
1594927547.369,-48.828,-22.949,-28.320,-43.457,0
1594927547.373,-44.922,-22.949,-31.738,-38.086,0
1594927547.377,-36.133,-23.438,-21.484,-33.691,0
1594927547.381,-33.203,-24.414,-19.531,-39.551,0
1594927547.384,-44.922,-27.832,-26.367,-37.109,0
1594927547.388,-45.898,-25.391,-20.996,-29.297,0
1594927547.392,-38.574,-20.508,-21.973,-29.297,0
1594927547.396,-50.781,-22.949,-25.879,-31.250,0
1594927547.400,-48.340,-20.508,-22.949,-30.273,0
1594927547.413,-30.762,-23.438,-20.996,-28.320,0
1594927547.417,-29.297,-27.832,-23.438,-33.691,0
1594927547.421,-32.715,-25.391,-25.391,-36.621,0
1594927547.425,-38.574,-26.855,-22.461,-34.180,0
1594927547.429,-36.133,-22.461,-21.973,-35.156,0
1594927547.433,-36.621,-18.066,-26.855,-35.156,0
1594927547.437,-43.457,-18.555,-23.926,-40.527,0
1594927547.440,-44.922,-21.484,-29.785,-47.852,0
1594927547.444,-48.828,-20.508,-27.344,-49.805,0
1594927547.448,-41.504,-17.090,-24.414,-52.246,0
1594927547.452,-29.297,-15.625,-25.879,-47.852,0
1594927547.456,-18.555,-14.648,-23.438,-38.574,0
1594927547.450,-23.926,-12.695,-22.949,-40.039,0
1594927547.454,-31.738,-17.090,-26.367,-41.504,0
1594927547.458,-31.250,-20.996,-24.902,-39.062,0
1594927547.462,-36.133,-21.973,-24.902,-42.969,0
1594927547.466,-29.785,-26.367,-30.762,-43.945,0
1594927547.470,-39.551,-25.879,-27.344,-42.480,0
1594927547.474,-39.062,-23.438,-25.391,-44.434,0
1594927547.477,-38.574,-28.320,-29.785,-39.551,0
1594927547.481,-48.340,-30.762,-24.414,-38.086,0
1594927547.485,-39.551,-24.902,-28.809,-40.527,0
1594927547.489,-44.922,-26.855,-29.297,-34.668,0
1594927547.493,-44.922,-27.832,-20.508,-34.668,0
1594927547.507,-41.016,-22.949,-20.020,-37.109,0
1594927547.511,-40.527,-21.973,-22.461,-36.133,0
1594927547.515,-38.574,-27.832,-29.297,-36.133,0
1594927547.519,-35.645,-27.344,-31.250,-36.621,0
1594927547.523,-40.039,-21.973,-27.832,-36.621,0
1594927547.527,-48.340,-27.344,-26.855,-37.598,0
1594927547.531,-54.199,-27.344,-30.273,-44.434,0
1594927547.534,-56.641,-18.555,-29.297,-42.969,0
1594927547.538,-49.805,-19.531,-22.949,-39.551,0
1594927547.542,-41.504,-21.973,-22.949,-45.410,0
1594927547.546,-46.875,-19.043,-25.391,-49.805,0
1594927547.550,-46.387,-23.438,-30.762,-48.828,0
1594927547.546,-33.203,-23.438,-29.785,-44.434,0
1594927547.550,-35.156,-19.531,-22.461,-45.410,0
1594927547.554,-35.156,-22.949,-20.508,-46.875,0
1594927547.558,-27.344,-27.344,-26.855,-50.781,0
1594927547.562,-24.902,-22.461,-28.809,-41.016,0
1594927547.566,-41.992,-22.949,-33.691,-41.016,0
1594927547.570,-48.340,-28.809,-33.691,-47.363,0
1594927547.573,-45.898,-22.949,-32.227,-46.875,0
1594927547.577,-49.316,-19.531,-33.203,-55.176,0
1594927547.581,-37.598,-22.461,-34.668,-57.129,0
1594927547.585,-31.250,-25.391,-28.809,-47.852,0
1594927547.589,-33.203,-23.926,-20.508,-49.316,0
1594927547.600,-20.996,-17.090,-17.578,-47.852,0
1594927547.604,-35.156,-12.695,-19.531,-37.109,0
1594927547.608,-26.855,-16.602,-23.926,-29.785,0
1594927547.612,-12.207,-16.113,-20.020,-25.879,0
1594927547.616,-32.227,-11.719,-15.137,-24.414,0
1594927547.620,-41.992,-14.648,-14.648,-22.461,0
1594927547.624,-35.156,-14.648,-17.578,-27.832,0
1594927547.627,-36.621,-12.207,-26.367,-28.809,0
1594927547.631,-40.527,-8.789,-19.531,-27.344,0
1594927547.635,-36.133,-12.695,-19.531,-28.320,0
1594927547.639,-33.203,-20.996,-29.297,-34.668,0
1594927547.643,-31.738,-20.508,-27.832,-44.434,0
1594927547.638,-32.715,-23.438,-24.414,-38.086,0
1594927547.642,-50.293,-27.344,-26.367,-36.133,0
1594927547.646,-51.270,-22.461,-29.297,-36.621,0
1594927547.650,-40.039,-15.625,-29.297,-32.715,0
1594927547.654,-47.852,-12.207,-30.762,-32.715,0
1594927547.658,-44.434,-13.672,-32.715,-36.133,0
1594927547.662,-36.621,-14.160,-31.250,-38.086,0
1594927547.665,-34.180,-23.926,-35.156,-39.062,0
1594927547.669,-38.086,-28.320,-36.621,-40.527,0
1594927547.673,-38.574,-22.949,-30.273,-36.621,0
1594927547.677,-38.086,-22.949,-26.855,-28.809,0
1594927547.681,-32.715,-20.508,-25.879,-28.809,0
1594927547.694,-30.273,-17.578,-28.809,-31.738,0
1594927547.698,-24.902,-17.578,-27.832,-35.645,0
1594927547.702,-28.809,-15.137,-30.273,-29.785,0
1594927547.706,-38.086,-10.742,-27.832,-27.344,0
1594927547.710,-26.855,-10.254,-23.438,-27.832,0
1594927547.714,-24.414,-20.020,-29.785,-32.715,0
1594927547.718,-33.203,-24.414,-29.785,-38.574,0
1594927547.721,-19.531,-23.438,-27.832,-32.227,0
1594927547.725,-18.066,-20.508,-25.391,-24.414,0
1594927547.729,-21.484,-18.066,-28.809,-26.855,0
1594927547.733,-29.297,-20.020,-30.273,-37.598,0
1594927547.737,-37.598,-21.973,-32.227,-39.062,1
1594927547.732,-38.086,-22.949,-36.621,-36.133,0
1594927547.736,-29.785,-20.020,-30.762,-39.062,0
1594927547.740,-30.273,-19.043,-28.320,-39.551,0
1594927547.744,-51.270,-23.926,-31.738,-35.645,0
1594927547.748,-52.246,-30.762,-33.691,-35.156,0
1594927547.752,-36.621,-28.320,-26.367,-31.250,0
1594927547.756,-28.320,-28.320,-21.484,-32.227,0
1594927547.759,-21.973,-24.902,-22.461,-35.156,0
1594927547.763,-25.879,-23.438,-24.902,-35.156,0
1594927547.767,-36.133,-26.855,-31.738,-29.785,0
1594927547.771,-38.574,-18.555,-27.344,-26.367,0
1594927547.775,-36.621,-16.602,-26.367,-34.180,0
1594927547.788,-40.527,-21.484,-31.250,-36.133,0
1594927547.792,-42.969,-19.531,-30.762,-41.504,0
1594927547.796,-38.574,-18.555,-33.203,-40.039,0
1594927547.800,-28.809,-16.602,-30.762,-28.809,0
1594927547.804,-32.227,-17.090,-34.180,-34.668,0
1594927547.808,-36.133,-21.484,-37.109,-38.086,0
1594927547.812,-15.625,-24.414,-34.180,-30.273,0
1594927547.815,-18.555,-25.879,-42.969,-24.414,0
1594927547.819,-38.574,-20.020,-30.762,-30.273,0
1594927547.823,-41.016,-20.996,-25.391,-35.156,0
1594927547.827,-35.645,-25.391,-36.621,-31.250,0
1594927547.831,-34.668,-24.414,-34.180,-37.598,0
1594927547.825,-35.156,-22.949,-29.297,-36.621,0
1594927547.829,-32.227,-25.879,-29.785,-36.621,0
1594927547.833,-26.367,-20.020,-29.785,-36.133,0
1594927547.837,-27.832,-13.184,-28.809,-28.320,0
1594927547.841,-40.039,-14.160,-30.273,-32.227,0
1594927547.845,-47.852,-14.648,-32.715,-34.668,0
1594927547.849,-40.039,-18.066,-29.785,-36.133,0
1594927547.852,-37.109,-19.531,-28.320,-42.969,0
1594927547.856,-36.621,-21.484,-26.367,-43.457,0
1594927547.860,-36.621,-21.973,-29.297,-34.180,0
