timestamps,TP9,AF7,AF8,TP10,Marker0
1594927348.290,-35.645,-37.598,-28.809,-44.922,0
1594927348.294,-35.645,-40.039,-30.273,-41.992,0
1594927348.306,-41.504,-37.109,-35.156,-49.316,0
1594927348.310,-34.668,-36.133,-37.598,-45.898,0
1594927348.314,-34.180,-26.855,-39.062,-40.527,0
1594927348.318,-32.227,-22.949,-27.344,-42.480,0
1594927348.322,-34.180,-36.133,-22.461,-38.574,0
1594927348.326,-41.016,-24.414,-30.273,-37.109,0
1594927348.330,-33.691,-18.555,-27.832,-30.762,0
1594927348.333,-32.715,-25.879,-21.973,-34.668,0
1594927348.337,-35.156,-29.297,-25.879,-49.805,0
1594927348.341,-31.250,-24.902,-26.855,-45.898,0
1594927348.345,-35.645,-23.926,-32.715,-52.734,0
1594927348.349,-38.086,-29.785,-35.156,-48.828,0
1594927348.343,-36.133,-34.668,-30.762,-38.086,0
1594927348.347,-37.109,-36.133,-29.785,-59.082,0
1594927348.351,-38.574,-41.016,-29.785,-69.824,0
1594927348.355,-36.133,-46.875,-26.855,-52.734,0
1594927348.359,-29.297,-51.758,-24.902,-45.410,0
1594927348.363,-29.297,-47.852,-28.320,-43.457,0
1594927348.367,-33.203,-42.480,-25.879,-41.504,0
1594927348.370,-31.250,-41.504,-24.414,-37.109,0
1594927348.374,-32.715,-37.109,-31.738,-45.410,0
1594927348.378,-40.039,-34.180,-33.691,-54.688,0
1594927348.382,-44.434,-37.109,-32.715,-47.363,0
1594927348.386,-42.480,-42.480,-37.109,-44.922,0
1594927348.399,-43.945,-38.086,-34.668,-42.969,0
1594927348.403,-42.969,-36.621,-34.668,-31.250,0
1594927348.407,-40.527,-40.039,-33.203,-27.832,0
1594927348.411,-32.227,-32.227,-27.832,-27.344,0
1594927348.415,-26.855,-33.691,-26.367,-31.738,0
1594927348.419,-37.109,-41.504,-32.227,-43.945,0
1594927348.423,-40.527,-41.992,-35.156,-36.621,0
1594927348.426,-35.156,-35.645,-29.297,-37.109,0
1594927348.430,-34.668,-31.738,-29.297,-41.992,0
1594927348.434,-41.992,-30.762,-31.250,-38.574,0
1594927348.438,-38.086,-26.855,-40.039,-35.156,0
1594927348.442,-29.785,-22.461,-42.480,-35.645,0
1594927348.437,-26.367,-30.762,-31.250,-34.668,0
1594927348.441,-31.738,-45.898,-33.203,-33.203,0
1594927348.445,-27.344,-45.410,-35.156,-29.785,0
1594927348.449,-27.344,-45.410,-32.227,-24.414,0
1594927348.453,-37.109,-44.922,-30.762,-33.203,0
1594927348.457,-37.598,-41.016,-28.320,-40.039,0
1594927348.461,-33.691,-42.480,-27.344,-40.039,0
1594927348.464,-38.574,-38.086,-25.879,-37.109,0
1594927348.468,-41.992,-41.016,-20.996,-35.156,0
1594927348.472,-27.832,-35.156,-15.137,-29.785,0
1594927348.476,-23.926,-28.809,-14.648,-33.203,0
1594927348.480,-36.133,-37.109,-23.438,-44.434,0
1594927348.493,-39.062,-29.297,-26.855,-42.480,0
1594927348.497,-30.273,-30.273,-26.855,-36.133,0
1594927348.501,-21.484,-36.133,-24.414,-29.785,0
1594927348.505,-29.297,-32.227,-25.391,-38.086,0
1594927348.509,-37.109,-32.227,-30.273,-47.363,0
1594927348.513,-31.738,-29.785,-27.344,-34.668,0
1594927348.517,-34.668,-32.715,-26.367,-24.414,0
1594927348.520,-45.898,-32.715,-24.902,-36.133,2
1594927348.524,-44.434,-33.691,-26.855,-38.574,0
1594927348.528,-44.922,-32.715,-28.320,-40.527,0
1594927348.532,-40.039,-27.344,-27.344,-44.922,0
1594927348.536,-35.156,-28.320,-27.832,-31.738,0
1594927348.531,-31.738,-33.203,-26.855,-28.809,0
1594927348.535,-30.273,-35.645,-26.367,-32.715,0
1594927348.539,-33.691,-33.691,-36.133,-34.668,0
1594927348.543,-41.016,-30.762,-43.945,-37.109,0
1594927348.547,-44.922,-28.809,-36.621,-35.156,0
1594927348.551,-40.039,-20.020,-30.273,-36.133,0
1594927348.555,-37.109,-21.973,-25.879,-39.551,0
1594927348.558,-33.203,-30.273,-24.902,-35.645,0
1594927348.562,-35.156,-32.227,-26.855,-26.367,0
1594927348.566,-40.039,-37.109,-26.367,-24.902,0
1594927348.570,-41.992,-38.574,-29.297,-35.156,0
1594927348.574,-40.039,-35.645,-29.785,-24.414,0
1594927348.587,-40.527,-31.250,-28.809,-18.555,0
1594927348.591,-44.922,-32.715,-32.227,-23.926,0
1594927348.595,-39.551,-32.227,-24.902,-16.113,0
1594927348.599,-40.527,-24.414,-17.090,-17.090,0
1594927348.603,-43.457,-34.180,-20.508,-22.461,0
1594927348.607,-36.621,-36.621,-32.227,-18.066,0
1594927348.611,-38.574,-30.762,-35.156,-16.602,0
1594927348.614,-37.109,-33.691,-25.879,-29.297,0
1594927348.618,-35.645,-34.668,-27.344,-29.297,0
1594927348.622,-28.809,-36.133,-30.273,-24.414,0
1594927348.626,-26.367,-36.621,-29.297,-36.133,0
1594927348.630,-24.902,-27.344,-30.762,-30.273,0
1594927348.624,-22.461,-29.785,-32.715,-21.973,0
1594927348.628,-24.414,-33.691,-29.297,-14.160,0
1594927348.632,-23.438,-26.367,-25.879,-23.926,0
1594927348.636,-29.785,-28.320,-29.297,-27.832,0
1594927348.640,-27.832,-31.250,-31.738,-12.207,0
1594927348.644,-20.996,-29.785,-35.156,-20.020,0
1594927348.648,-24.902,-29.297,-33.203,-29.785,0
1594927348.651,-22.949,-35.645,-27.832,-28.320,0
1594927348.655,-20.020,-38.086,-34.180,-25.391,0
1594927348.659,-33.203,-32.715,-35.156,-22.949,0
1594927348.663,-41.016,-38.086,-29.785,-34.668,0
1594927348.667,-41.016,-50.781,-31.250,-43.457,0
1594927348.681,-44.922,-46.875,-28.320,-42.969,0
1594927348.685,-46.875,-41.992,-33.203,-50.293,0
1594927348.689,-49.316,-45.898,-38.086,-58.594,0
1594927348.693,-48.340,-48.340,-32.227,-62.988,0
1594927348.697,-46.875,-50.781,-32.227,-57.617,0
1594927348.701,-50.781,-52.734,-34.668,-50.781,0
1594927348.705,-43.945,-41.992,-38.086,-56.152,0
1594927348.708,-37.598,-26.855,-36.621,-61.523,0
1594927348.712,-39.551,-20.508,-38.574,-49.316,0
1594927348.716,-30.762,-17.090,-39.551,-46.387,0
1594927348.720,-23.438,-17.090,-37.109,-48.340,0
1594927348.724,-22.949,-14.160,-38.574,-48.828,0
1594927348.720,-24.902,-13.672,-38.574,-44.434,0
1594927348.724,-22.461,-13.672,-35.645,-37.598,0
1594927348.728,-22.461,-18.555,-37.598,-39.551,0
1594927348.732,-24.902,-25.879,-41.504,-37.598,0
1594927348.736,-20.020,-24.902,-31.250,-30.273,0
1594927348.740,-22.461,-17.578,-27.344,-31.738,0
1594927348.744,-26.367,-15.625,-28.320,-39.551,0
1594927348.747,-26.367,-21.484,-29.297,-48.340,0
1594927348.751,-20.996,-25.391,-34.180,-45.898,0
1594927348.755,-17.090,-24.902,-29.297,-38.574,0
1594927348.759,-22.461,-25.879,-24.902,-41.504,0
1594927348.763,-24.414,-23.926,-28.320,-41.504,0
1594927348.774,-28.809,-24.414,-29.785,-41.992,0
1594927348.778,-18.555,-26.855,-26.855,-36.133,0
1594927348.782,-10.254,-25.879,-23.438,-32.715,0
1594927348.786,-21.973,-26.855,-20.508,-39.062,0
1594927348.790,-21.973,-24.414,-22.949,-34.180,0
1594927348.794,-23.926,-22.461,-31.250,-30.762,0
1594927348.798,-25.391,-30.273,-35.645,-32.227,0
1594927348.801,-28.320,-26.367,-30.273,-38.574,0
1594927348.805,-30.273,-17.578,-35.156,-47.363,0
1594927348.809,-28.320,-20.996,-27.832,-46.387,0
1594927348.813,-27.344,-27.832,-20.996,-43.457,0
1594927348.817,-16.113,-33.203,-25.879,-43.457,0
1594927348.812,-16.602,-26.855,-28.809,-37.598,0
1594927348.816,-24.414,-27.832,-27.344,-42.969,0
1594927348.820,-21.973,-40.527,-27.832,-52.246,0
1594927348.824,-22.949,-33.203,-37.109,-47.852,0
1594927348.828,-22.949,-27.832,-36.133,-41.016,0
1594927348.832,-23.438,-31.738,-35.645,-42.969,0
1594927348.836,-21.484,-26.855,-34.180,-36.621,0
1594927348.839,-22.461,-22.461,-32.227,-43.945,0
1594927348.843,-26.367,-31.738,-35.645,-49.316,0
1594927348.847,-28.320,-43.945,-33.203,-40.527,0
1594927348.851,-33.203,-36.133,-34.668,-41.504,0
1594927348.855,-40.039,-32.715,-39.551,-46.387,0
1594927348.868,-40.039,-32.715,-35.645,-47.852,0
1594927348.872,-41.992,-31.738,-39.551,-41.016,0
1594927348.876,-41.504,-28.809,-37.109,-42.480,0
1594927348.880,-41.504,-28.809,-44.922,-52.734,0
1594927348.884,-42.969,-33.691,-58.594,-50.781,0
1594927348.888,-34.668,-33.691,-53.711,-41.016,0
1594927348.892,-36.621,-34.180,-46.875,-44.922,0
1594927348.895,-40.527,-33.203,-38.086,-50.781,0
1594927348.899,-37.109,-32.715,-34.180,-52.246,0
1594927348.903,-42.969,-32.715,-30.762,-54.199,0
1594927348.907,-43.945,-36.621,-32.227,-44.434,0
1594927348.911,-43.457,-41.992,-39.062,-45.410,0
1594927348.906,-39.062,-38.086,-37.109,-44.922,0
1594927348.910,-36.133,-35.645,-33.203,-47.363,0
1594927348.914,-33.691,-32.715,-37.598,-49.316,0
1594927348.918,-25.879,-30.273,-46.387,-43.945,0
1594927348.922,-20.996,-30.273,-38.574,-41.016,0
1594927348.926,-20.020,-31.250,-39.551,-41.992,0
1594927348.930,-19.531,-28.809,-41.016,-39.551,0
1594927348.933,-24.414,-27.344,-28.320,-40.039,0
1594927348.937,-26.367,-32.227,-30.762,-40.039,0
1594927348.941,-18.066,-28.809,-32.715,-32.227,0
1594927348.945,-18.066,-22.461,-26.855,-40.039,0
1594927348.949,-21.484,-32.715,-27.832,-53.711,0
1594927348.962,-16.602,-32.715,-36.133,-61.035,0
1594927348.966,-17.090,-29.785,-33.203,-55.664,0
1594927348.970,-24.902,-31.250,-30.762,-53.223,0
1594927348.974,-24.414,-34.668,-31.250,-60.059,0
1594927348.978,-18.066,-24.902,-22.949,-49.805,0
1594927348.982,-27.344,-23.926,-23.438,-36.133,0
1594927348.986,-42.969,-34.180,-24.902,-33.691,0
1594927348.989,-45.410,-35.645,-21.973,-30.762,0
1594927348.993,-47.852,-42.480,-28.809,-29.297,0
1594927348.997,-43.945,-42.480,-28.809,-28.320,0
1594927349.001,-44.434,-40.039,-25.391,-28.320,0
1594927349.005,-45.410,-37.598,-26.367,-28.320,0
1594927349.001,-41.504,-29.297,-27.832,-29.785,0
1594927349.005,-43.457,-31.250,-28.320,-34.668,0
1594927349.009,-41.016,-40.039,-27.832,-34.668,0
1594927349.013,-41.016,-37.109,-30.273,-33.691,0
1594927349.017,-45.898,-34.668,-35.156,-35.156,0
1594927349.021,-42.480,-26.367,-37.598,-35.645,0
1594927349.025,-37.598,-24.414,-31.738,-31.250,0
1594927349.028,-32.227,-23.926,-28.320,-33.203,0
1594927349.032,-27.832,-22.949,-33.203,-36.621,0
1594927349.036,-25.879,-27.832,-34.668,-34.668,0
1594927349.040,-30.273,-26.367,-29.785,-40.527,0
1594927349.044,-25.879,-21.973,-29.785,-37.598,0
1594927349.056,-19.043,-25.879,-34.668,-32.227,0
1594927349.060,-22.949,-28.809,-35.645,-40.527,0
1594927349.064,-29.785,-25.391,-36.133,-50.293,0
1594927349.068,-30.273,-26.367,-32.227,-52.246,0
1594927349.072,-27.344,-25.879,-33.691,-42.969,0
1594927349.076,-30.762,-25.391,-32.227,-48.340,0
1594927349.080,-26.367,-27.832,-28.809,-37.598,0
1594927349.083,-20.996,-23.926,-32.715,-32.715,0
1594927349.087,-27.832,-22.949,-31.738,-44.922,0
1594927349.091,-31.738,-27.832,-30.273,-43.945,0
1594927349.095,-31.250,-26.855,-30.762,-40.527,0
1594927349.099,-28.809,-24.902,-36.621,-39.062,0
1594927349.093,-33.691,-33.203,-36.133,-31.738,0
1594927349.097,-43.457,-38.086,-32.715,-30.762,0
1594927349.101,-37.109,-36.621,-33.691,-28.809,0
1594927349.105,-27.344,-36.133,-29.785,-20.020,0
1594927349.109,-21.484,-34.668,-25.391,-17.578,0
1594927349.113,-17.578,-34.180,-29.785,-24.902,0
1594927349.117,-21.973,-32.715,-29.785,-21.484,0
1594927349.120,-20.996,-33.691,-24.414,-20.020,0
1594927349.124,-18.066,-37.109,-28.809,-27.832,0
1594927349.128,-25.391,-39.551,-25.879,-28.809,0
1594927349.132,-37.109,-40.039,-22.461,-32.715,0
1594927349.136,-35.645,-38.574,-25.879,-46.387,0
1594927349.149,-21.484,-40.039,-22.461,-39.062,0
1594927349.153,-19.043,-36.621,-24.414,-26.855,0
1594927349.157,-29.297,-30.762,-27.344,-31.738,0
1594927349.161,-35.645,-32.715,-20.508,-23.438,0
1594927349.165,-33.203,-26.855,-16.602,-18.066,0
1594927349.169,-25.879,-25.391,-21.973,-19.531,0
1594927349.173,-16.113,-29.785,-22.461,-14.648,0
1594927349.176,-21.973,-30.273,-20.020,-23.926,0
1594927349.180,-20.996,-30.273,-16.602,-30.273,0
1594927349.184,-17.090,-33.691,-17.090,-32.227,0
1594927349.188,-26.855,-49.316,-25.879,-42.969,0
1594927349.192,-32.227,-59.082,-20.996,-40.527,0
1594927349.187,-36.621,-53.223,-20.020,-36.621,0
1594927349.191,-41.992,-44.434,-25.879,-39.551,0
1594927349.195,-39.062,-38.574,-23.438,-46.387,0
1594927349.199,-32.715,-34.668,-23.438,-50.781,0
1594927349.203,-34.668,-37.598,-24.414,-40.527,0
1594927349.207,-37.109,-43.457,-25.391,-35.645,0
1594927349.211,-39.062,-49.805,-24.902,-36.133,0
1594927349.214,-43.945,-49.316,-24.414,-44.922,0
1594927349.218,-39.062,-45.898,-29.297,-51.270,0
1594927349.222,-35.645,-45.898,-27.832,-41.016,0
1594927349.226,-30.762,-43.457,-26.855,-41.016,0
1594927349.230,-27.832,-38.574,-29.297,-38.086,0
1594927349.244,-24.902,-37.109,-29.785,-34.668,0
1594927349.248,-17.090,-31.250,-31.250,-35.156,0
1594927349.252,-19.043,-33.691,-31.738,-32.227,0
1594927349.256,-27.344,-41.504,-29.785,-37.598,0
1594927349.260,-27.832,-42.969,-30.273,-30.762,0
1594927349.264,-30.273,-46.875,-32.227,-28.320,0
1594927349.268,-34.668,-45.898,-32.227,-35.156,0
1594927349.271,-40.039,-38.086,-29.297,-34.668,0
1594927349.275,-41.016,-39.551,-34.668,-36.133,0
1594927349.279,-30.762,-44.922,-37.109,-40.039,0
1594927349.283,-29.297,-40.039,-30.273,-35.156,0
1594927349.287,-34.668,-30.273,-25.879,-28.320,0
1594927349.281,-48.828,-28.809,-29.785,-33.691,0
1594927349.285,-51.270,-33.203,-28.809,-32.227,0
1594927349.289,-44.434,-31.250,-23.926,-26.855,0
1594927349.293,-44.434,-36.133,-22.949,-36.133,0
1594927349.297,-34.668,-30.273,-24.414,-38.086,0
1594927349.301,-27.832,-23.926,-27.832,-35.645,0
1594927349.305,-27.344,-21.484,-23.438,-24.414,0
1594927349.308,-28.809,-19.531,-21.484,-17.090,0
1594927349.312,-32.715,-17.090,-25.391,-25.879,0
1594927349.316,-31.250,-22.949,-28.320,-23.926,0
1594927349.320,-27.832,-29.297,-24.414,-26.855,0
1594927349.324,-27.344,-24.902,-21.973,-35.156,0
1594927349.337,-22.949,-21.484,-27.344,-41.504,0
1594927349.341,-28.320,-27.344,-31.250,-46.387,0
1594927349.345,-37.109,-24.902,-26.855,-48.340,0
1594927349.349,-32.227,-17.090,-25.391,-49.316,0
1594927349.353,-28.320,-20.508,-30.273,-54.199,0
1594927349.357,-27.832,-29.785,-32.715,-68.848,0
1594927349.361,-26.855,-29.785,-30.273,-59.570,0
1594927349.364,-22.949,-23.438,-27.832,-46.875,0
1594927349.368,-19.531,-27.344,-33.203,-46.875,1
1594927349.372,-24.414,-33.203,-35.156,-44.922,0
1594927349.376,-33.203,-33.691,-30.273,-44.922,0
1594927349.380,-24.414,-31.738,-28.320,-41.016,0
1594927349.377,-21.484,-29.297,-29.297,-45.410,0
1594927349.381,-22.949,-32.227,-29.785,-52.734,0
1594927349.385,-31.738,-33.203,-31.738,-59.082,0
1594927349.389,-40.039,-37.109,-36.133,-58.594,0
1594927349.393,-40.527,-37.598,-31.250,-57.129,0
1594927349.397,-42.480,-38.574,-31.738,-54.199,0
1594927349.401,-33.203,-36.133,-33.691,-57.617,0
1594927349.404,-29.297,-28.320,-27.344,-52.246,0
1594927349.408,-24.902,-30.273,-30.762,-37.598,0
1594927349.412,-13.184,-34.668,-31.738,-33.203,0
1594927349.416,-24.414,-33.203,-28.809,-38.086,0
1594927349.420,-29.297,-32.715,-28.320,-32.227,0
1594927349.431,-22.461,-32.227,-27.344,-20.996,0
1594927349.435,-21.973,-22.949,-27.344,-32.227,0
1594927349.439,-25.391,-16.113,-22.949,-30.762,0
1594927349.443,-15.137,-15.137,-21.484,-28.809,0
1594927349.447,-15.625,-26.855,-18.555,-32.227,0
1594927349.451,-26.855,-17.578,-20.508,-32.227,0
1594927349.455,-24.902,-13.672,-28.809,-32.715,0
1594927349.458,-21.973,-25.391,-28.320,-32.227,0
1594927349.462,-26.367,-25.391,-25.391,-44.434,0
1594927349.466,-30.762,-32.715,-29.297,-41.504,0
1594927349.470,-34.668,-38.574,-29.785,-31.738,0
1594927349.474,-29.785,-34.180,-28.809,-27.344,0
1594927349.469,-29.785,-29.785,-32.227,-22.949,0
1594927349.473,-31.250,-33.203,-34.668,-29.297,0
1594927349.477,-31.738,-37.598,-33.691,-38.086,0
1594927349.481,-33.691,-39.551,-33.691,-40.527,0
1594927349.485,-27.344,-39.062,-34.180,-37.598,0
1594927349.489,-24.902,-40.527,-32.227,-32.715,0
1594927349.493,-24.902,-39.062,-30.762,-31.738,0
1594927349.496,-19.043,-37.109,-35.156,-34.180,0
1594927349.500,-22.461,-41.504,-33.203,-31.250,0
1594927349.504,-20.996,-39.062,-23.438,-26.855,0
1594927349.508,-14.648,-38.086,-23.438,-22.461,0
1594927349.512,-22.461,-39.551,-32.227,-27.832,0
1594927349.524,-22.461,-33.203,-30.762,-31.250,0
1594927349.528,-22.461,-29.297,-27.832,-27.344,0
1594927349.532,-30.273,-29.297,-24.414,-26.855,0
1594927349.536,-30.762,-32.227,-26.855,-37.109,0
1594927349.540,-25.879,-30.273,-29.785,-41.504,0
1594927349.544,-24.414,-27.832,-28.809,-40.527,0
1594927349.548,-33.203,-35.156,-31.250,-36.621,0
1594927349.551,-43.945,-34.180,-28.809,-35.645,0
1594927349.555,-43.457,-32.715,-31.250,-41.504,0
1594927349.559,-43.457,-39.062,-32.715,-31.738,0
1594927349.563,-48.828,-36.621,-31.250,-33.691,0
1594927349.567,-40.527,-34.180,-26.855,-40.039,0
1594927349.562,-35.645,-38.574,-23.926,-34.180,0
1594927349.566,-39.551,-40.527,-35.645,-34.180,0
1594927349.570,-38.086,-36.621,-40.527,-38.086,0
1594927349.574,-41.992,-38.574,-35.156,-41.016,0
1594927349.578,-41.016,-40.527,-30.273,-38.574,0
1594927349.582,-32.715,-38.574,-27.832,-31.738,0
1594927349.586,-27.344,-41.504,-26.367,-25.879,0
1594927349.589,-25.391,-38.086,-24.414,-32.715,0
1594927349.593,-26.855,-35.645,-31.250,-49.805,0
1594927349.597,-35.645,-32.227,-38.086,-38.574,0
1594927349.601,-31.738,-28.809,-36.133,-40.039,0
1594927349.605,-21.484,-29.785,-36.133,-47.363,0
1594927349.618,-19.043,-26.367,-38.574,-39.551,0
1594927349.622,-19.531,-37.598,-35.645,-32.227,0
1594927349.626,-26.367,-34.180,-30.762,-29.297,0
1594927349.630,-24.902,-28.320,-27.832,-33.203,0
1594927349.634,-25.879,-33.203,-27.832,-32.227,0
1594927349.638,-36.133,-36.133,-27.832,-38.086,0
1594927349.642,-35.645,-34.668,-35.156,-47.852,0
1594927349.645,-39.551,-31.250,-38.574,-54.199,0
1594927349.649,-53.223,-37.598,-37.109,-56.152,0
1594927349.653,-53.223,-37.598,-35.156,-44.922,0
1594927349.657,-44.922,-34.668,-33.203,-46.387,0
1594927349.661,-37.598,-39.551,-31.738,-50.293,0
1594927349.657,-32.227,-36.621,-27.832,-45.410,0
1594927349.661,-36.133,-33.203,-27.344,-62.012,0
1594927349.665,-45.410,-35.645,-27.344,-66.895,0
1594927349.669,-42.969,-32.227,-24.902,-50.781,0
1594927349.673,-38.086,-29.785,-20.020,-46.875,0
1594927349.677,-33.203,-33.691,-23.926,-43.457,0
1594927349.681,-31.250,-32.227,-34.668,-40.039,0
1594927349.684,-32.715,-30.273,-33.203,-48.340,0
1594927349.688,-32.227,-29.785,-32.227,-55.664,0
1594927349.692,-32.227,-28.320,-34.180,-49.805,0
1594927349.696,-30.762,-27.832,-31.250,-47.852,0
1594927349.700,-28.320,-34.180,-35.156,-55.664,0
1594927349.712,-39.551,-35.645,-36.621,-56.152,0
1594927349.716,-46.387,-39.062,-41.016,-49.316,0
1594927349.720,-41.992,-41.992,-35.156,-51.758,0
1594927349.724,-39.062,-25.879,-27.344,-49.805,0
1594927349.728,-36.133,-27.344,-25.391,-38.574,0
1594927349.732,-32.715,-29.785,-22.461,-36.621,0
1594927349.736,-32.227,-31.738,-27.832,-43.945,0
1594927349.739,-27.832,-35.156,-24.414,-33.203,0
1594927349.743,-21.973,-35.645,-23.926,-29.785,0
1594927349.747,-22.461,-35.645,-26.367,-29.297,0
1594927349.751,-26.855,-35.156,-34.668,-31.738,0
1594927349.755,-28.320,-38.574,-36.133,-32.227,0
