timestamps,TP9,AF7,AF8,TP10,Marker0
1594927677.161,-27.344,-31.250,-30.762,-27.344,0
1594927677.165,-23.438,-31.250,-31.738,-28.809,1
1594927677.169,-21.484,-19.043,-30.762,-29.297,0
1594927677.172,-18.555,-7.812,-30.273,-41.504,0
1594927677.176,-16.113,-15.625,-29.785,-45.898,0
1594927677.180,-16.113,-19.043,-26.367,-41.504,0
1594927677.184,-14.160,-23.926,-29.297,-41.016,0
1594927677.188,-18.066,-27.344,-28.320,-42.969,0
1594927677.182,-20.020,-29.297,-23.926,-40.527,0
1594927677.186,-21.973,-27.832,-26.855,-34.180,0
1594927677.190,-19.531,-25.391,-31.738,-37.109,0
1594927677.194,-26.855,-24.414,-29.785,-40.527,0
1594927677.198,-38.086,-20.508,-24.414,-33.691,0
1594927677.202,-35.645,-21.484,-30.762,-34.668,0
1594927677.206,-37.109,-22.461,-44.922,-40.039,0
1594927677.209,-41.992,-24.902,-42.969,-41.992,0
1594927677.213,-40.527,-33.691,-38.086,-41.016,0
1594927677.217,-37.598,-31.738,-39.551,-36.133,0
1594927677.221,-32.227,-28.809,-30.273,-35.645,0
1594927677.225,-29.785,-30.273,-24.414,-36.133,0
1594927677.239,-41.016,-25.879,-28.320,-30.762,0
1594927677.243,-45.898,-28.320,-30.273,-31.738,0
1594927677.247,-33.203,-30.762,-29.785,-31.250,0
1594927677.251,-30.762,-30.273,-31.738,-34.668,0
1594927677.255,-42.480,-36.621,-29.297,-37.598,0
1594927677.259,-35.645,-40.527,-34.180,-33.203,0
1594927677.263,-30.273,-40.039,-36.133,-30.762,0
1594927677.266,-35.156,-42.480,-30.273,-34.180,0
1594927677.270,-45.898,-42.969,-29.297,-33.203,0
1594927677.274,-47.852,-38.086,-30.762,-33.691,0
1594927677.278,-46.387,-39.062,-31.738,-37.109,0
1594927677.282,-44.922,-35.645,-24.902,-38.086,0
1594927677.277,-34.668,-28.320,-22.461,-39.551,0
1594927677.281,-33.203,-32.715,-27.832,-37.109,0
1594927677.285,-39.551,-38.086,-35.156,-34.180,0
1594927677.289,-34.180,-36.621,-38.574,-33.691,0
1594927677.293,-25.879,-29.785,-29.785,-34.668,0
1594927677.297,-22.949,-31.250,-30.273,-31.738,0
1594927677.301,-33.203,-29.297,-34.668,-30.273,0
1594927677.304,-33.203,-20.996,-28.809,-34.668,0
1594927677.308,-33.691,-24.902,-27.344,-33.203,0
1594927677.312,-38.574,-30.762,-28.809,-31.738,0
1594927677.316,-34.668,-30.273,-34.668,-50.293,0
1594927677.320,-38.574,-23.926,-28.320,-45.410,0
1594927677.332,-41.504,-23.926,-24.902,-30.762,0
1594927677.336,-50.781,-33.203,-49.316,-20.996,0
1594927677.340,-61.523,-33.691,-56.152,-16.113,0
1594927677.344,-52.246,-33.203,-39.551,-23.438,0
1594927677.348,-44.922,-35.156,-36.621,-31.738,0
1594927677.352,-44.922,-36.621,-36.621,-33.203,0
1594927677.356,-41.016,-35.645,-37.109,-27.344,0
1594927677.359,-48.828,-33.691,-34.668,-41.016,0
1594927677.363,-46.387,-33.203,-34.180,-43.945,0
1594927677.367,-40.039,-36.133,-34.668,-31.738,0
1594927677.371,-41.992,-37.598,-32.227,-38.574,0
1594927677.375,-37.109,-33.203,-28.320,-40.527,0
1594927677.370,-38.574,-27.344,-27.344,-30.762,0
1594927677.374,-34.180,-24.902,-27.832,-25.391,0
1594927677.378,-31.738,-22.461,-23.926,-27.832,0
1594927677.382,-36.133,-26.855,-26.855,-25.879,0
1594927677.386,-46.387,-35.645,-33.691,-28.320,0
1594927677.390,-43.945,-37.598,-32.227,-28.809,0
1594927677.394,-41.016,-35.645,-27.832,-25.391,0
1594927677.397,-44.922,-33.203,-28.809,-35.156,0
1594927677.401,-45.898,-33.691,-38.086,-31.250,0
1594927677.405,-59.082,-32.715,-35.645,-21.973,0
1594927677.409,-65.430,-25.879,-28.809,-32.715,0
1594927677.413,-61.035,-25.879,-31.738,-39.062,0
1594927677.426,-51.758,-29.785,-37.598,-36.133,0
1594927677.430,-45.898,-34.668,-37.598,-30.273,0
1594927677.434,-48.340,-30.762,-33.203,-34.668,0
1594927677.438,-35.645,-32.227,-31.250,-37.109,0
1594927677.442,-37.109,-36.133,-33.203,-33.203,0
1594927677.446,-46.387,-34.180,-34.180,-39.062,0
1594927677.450,-37.598,-31.738,-30.762,-37.109,0
1594927677.453,-28.320,-22.949,-25.879,-28.320,0
1594927677.457,-29.297,-30.273,-21.973,-34.180,0
1594927677.461,-30.273,-27.344,-30.273,-34.668,0
1594927677.465,-23.926,-21.484,-36.133,-29.785,0
1594927677.469,-19.043,-30.762,-31.250,-34.668,0
1594927677.464,-23.438,-37.598,-30.762,-38.086,0
1594927677.468,-33.691,-40.039,-30.762,-43.457,0
1594927677.472,-39.062,-36.133,-29.297,-41.016,0
1594927677.476,-36.621,-32.715,-37.598,-36.621,0
1594927677.480,-29.297,-32.227,-34.668,-41.016,0
1594927677.484,-30.273,-31.738,-53.223,-38.086,0
1594927677.488,-34.180,-24.902,-66.406,-31.738,0
1594927677.491,-43.945,-21.973,-53.223,-38.086,0
1594927677.495,-51.758,-26.855,-52.734,-32.715,0
1594927677.499,-44.922,-21.973,-42.480,-24.902,0
1594927677.503,-34.180,-23.438,-34.180,-23.438,0
1594927677.507,-28.809,-30.273,-39.062,-22.949,0
1594927677.520,-28.320,-29.785,-40.039,-28.320,0
1594927677.524,-34.668,-31.250,-44.434,-25.879,0
1594927677.528,-37.598,-34.668,-44.922,-29.785,0
1594927677.532,-28.320,-44.922,-31.738,-38.086,0
1594927677.536,-20.020,-41.016,-32.227,-35.156,0
1594927677.540,-19.043,-34.180,-35.645,-36.621,0
1594927677.544,-22.949,-43.457,-35.156,-31.738,0
1594927677.547,-24.414,-42.480,-35.156,-36.621,0
1594927677.551,-20.996,-43.945,-37.598,-42.969,0
1594927677.555,-20.508,-50.293,-41.016,-37.598,0
1594927677.559,-23.926,-45.898,-45.898,-31.738,0
1594927677.563,-26.855,-44.434,-40.039,-35.156,0
1594927677.559,-26.367,-62.012,-33.691,-42.480,0
1594927677.563,-34.180,-68.848,-38.086,-40.039,0
1594927677.567,-47.363,-60.547,-32.715,-38.086,0
1594927677.571,-49.805,-53.223,-40.039,-37.598,0
1594927677.575,-44.434,-46.387,-40.039,-35.156,0
1594927677.579,-41.992,-42.969,-29.785,-35.156,0
1594927677.583,-52.246,-47.852,-25.879,-34.180,0
1594927677.586,-57.617,-56.152,-22.949,-37.109,0
1594927677.590,-48.828,-55.664,-31.738,-32.715,0
1594927677.594,-42.969,-43.945,-31.250,-30.762,0
1594927677.598,-41.504,-42.969,-29.297,-41.992,0
1594927677.602,-38.574,-41.504,-29.297,-41.504,0
1594927677.614,-29.785,-37.598,-28.809,-20.020,0
1594927677.618,-36.621,-37.109,-32.227,-17.090,0
1594927677.622,-44.434,-35.645,-25.879,-22.949,0
1594927677.626,-43.457,-32.227,-25.391,-15.137,0
1594927677.630,-43.945,-27.344,-25.879,-17.090,0
1594927677.634,-38.574,-33.203,-23.926,-24.414,0
1594927677.638,-32.227,-35.645,-28.809,-22.461,0
1594927677.641,-35.645,-28.809,-27.832,-25.879,0
1594927677.645,-33.203,-32.715,-28.809,-34.668,0
1594927677.649,-27.344,-34.180,-30.762,-32.227,0
1594927677.653,-26.855,-34.668,-34.180,-29.785,0
1594927677.657,-30.762,-36.621,-29.297,-29.785,0
1594927677.651,-31.738,-36.621,-24.902,-26.855,0
1594927677.655,-31.738,-36.621,-28.809,-38.086,0
1594927677.659,-33.203,-37.598,-23.926,-44.922,0
1594927677.663,-36.621,-38.086,-24.902,-33.203,0
1594927677.667,-40.527,-35.645,-22.949,-23.926,0
1594927677.671,-41.504,-35.156,-22.949,-31.250,0
1594927677.675,-43.457,-38.086,-35.645,-38.086,0
1594927677.678,-45.898,-39.062,-54.199,-37.109,0
1594927677.682,-39.551,-34.668,-58.105,-37.598,0
1594927677.686,-27.832,-34.180,-34.180,-40.527,0
1594927677.690,-36.621,-39.062,-19.043,-42.480,0
1594927677.694,-41.504,-35.645,-25.879,-38.086,0
1594927677.707,-42.969,-40.527,-29.785,-43.457,0
1594927677.711,-44.922,-43.945,-27.344,-41.992,0
1594927677.715,-41.992,-33.691,-26.855,-45.410,0
1594927677.719,-41.504,-31.738,-31.738,-52.734,0
1594927677.723,-44.434,-29.785,-29.297,-50.293,0
1594927677.727,-43.457,-29.785,-20.020,-42.480,0
1594927677.731,-36.133,-33.203,-21.484,-38.086,0
1594927677.734,-35.645,-15.137,-26.367,-35.645,0
1594927677.738,-38.086,-18.066,-25.879,-36.621,0
1594927677.742,-39.551,-27.344,-26.855,-38.086,0
1594927677.746,-34.668,-23.438,-28.320,-35.156,0
1594927677.750,-33.203,-26.367,-22.461,-28.320,0
1594927677.745,-39.062,-26.855,-20.996,-22.461,0
1594927677.749,-37.109,-26.367,-23.926,-28.320,0
1594927677.753,-37.109,-30.762,-24.414,-34.668,0
1594927677.757,-34.668,-33.203,-24.414,-27.832,0
1594927677.761,-25.391,-32.227,-26.855,-26.855,0
1594927677.765,-20.508,-33.203,-29.785,-26.367,0
1594927677.769,-20.020,-37.598,-27.832,-27.344,0
1594927677.772,-18.066,-38.086,-25.391,-29.297,0
1594927677.776,-17.578,-37.598,-32.227,-31.250,0
1594927677.780,-37.109,-29.297,-32.715,-35.156,0
1594927677.784,-45.410,-18.066,-28.320,-27.832,0
1594927677.788,-43.945,-14.160,-25.879,-23.926,0
1594927677.802,-41.992,-15.625,-21.973,-25.391,0
1594927677.806,-37.598,-23.926,-24.902,-31.738,0
1594927677.810,-41.992,-21.973,-25.879,-38.574,0
1594927677.814,-38.086,-20.020,-25.879,-38.086,0
1594927677.818,-39.551,-24.414,-23.438,-25.391,0
1594927677.822,-39.551,-29.297,-28.320,-27.832,0
1594927677.826,-44.922,-29.785,-34.668,-43.945,0
1594927677.829,-47.852,-23.926,-27.832,-41.504,0
1594927677.833,-41.992,-20.020,-27.344,-39.551,0
1594927677.837,-36.621,-17.578,-27.832,-42.480,0
1594927677.841,-40.527,-22.461,-27.344,-45.898,0
1594927677.845,-41.016,-19.043,-29.297,-43.457,0
1594927677.839,-32.227,-9.766,-28.320,-41.016,0
1594927677.843,-28.809,-13.184,-24.902,-41.992,0
1594927677.847,-28.320,-15.625,-26.367,-38.086,0
1594927677.851,-23.926,-17.090,-31.250,-34.668,0
1594927677.855,-16.113,-20.508,-26.855,-32.715,0
1594927677.859,-18.555,-21.484,-28.809,-32.227,0
1594927677.863,-30.273,-20.508,-31.738,-34.668,0
1594927677.866,-32.715,-21.484,-29.297,-29.785,0
1594927677.870,-33.691,-22.949,-30.273,-27.344,0
1594927677.874,-29.297,-21.973,-25.879,-31.250,0
1594927677.878,-34.668,-23.438,-21.973,-34.180,0
1594927677.882,-49.805,-23.438,-23.926,-36.133,0
1594927677.895,-48.828,-25.391,-25.391,-36.133,0
1594927677.899,-43.945,-25.391,-27.832,-37.109,0
1594927677.903,-38.086,-14.160,-24.414,-34.668,0
1594927677.907,-29.297,-15.625,-25.391,-26.367,0
1594927677.911,-33.203,-22.461,-24.414,-33.691,0
1594927677.915,-33.203,-25.879,-27.344,-38.574,0
1594927677.919,-31.250,-28.809,-32.227,-31.738,0
1594927677.922,-30.762,-31.250,-26.855,-29.785,0
1594927677.926,-22.949,-27.344,-27.344,-24.902,0
1594927677.930,-25.391,-27.344,-25.879,-23.926,0
1594927677.934,-32.715,-20.996,-29.785,-28.809,0
1594927677.938,-30.273,-11.230,-35.156,-27.832,0
1594927677.932,-33.691,-14.160,-33.203,-36.133,0
1594927677.936,-46.387,-30.273,-31.738,-46.387,0
1594927677.940,-45.410,-34.180,-27.832,-43.945,0
1594927677.944,-45.410,-29.785,-20.508,-47.363,0
1594927677.948,-42.480,-29.297,-23.926,-43.457,0
1594927677.952,-34.180,-31.738,-30.762,-38.574,0
1594927677.956,-34.668,-30.273,-34.668,-41.016,0
1594927677.959,-35.645,-39.551,-24.902,-35.645,0
1594927677.963,-43.945,-50.781,-24.414,-32.715,0
1594927677.967,-53.223,-53.711,-24.902,-35.645,0
1594927677.971,-54.688,-43.457,-23.926,-39.062,0
1594927677.975,-46.875,-38.574,-20.508,-43.457,0
1594927677.990,-36.133,-42.969,-16.602,-32.715,0
1594927677.994,-41.992,-41.016,-22.949,-22.949,0
1594927677.998,-41.504,-41.504,-21.973,-27.344,0
1594927678.002,-30.762,-44.922,-22.949,-36.133,0
1594927678.006,-25.879,-42.480,-30.762,-43.457,0
1594927678.010,-27.344,-44.922,-33.691,-46.875,0
1594927678.014,-31.250,-45.410,-34.668,-41.504,2
1594927678.017,-32.715,-36.133,-28.809,-36.133,0
1594927678.021,-47.363,-32.715,-26.367,-36.621,0
1594927678.025,-60.547,-35.645,-31.250,-35.645,0
1594927678.029,-57.129,-37.109,-34.180,-28.320,0
1594927678.033,-52.246,-38.086,-28.320,-26.855,0
1594927678.027,-51.758,-42.480,-30.273,-30.273,0
1594927678.031,-45.410,-42.480,-30.762,-22.461,0
1594927678.035,-35.645,-40.527,-32.715,-15.625,0
1594927678.039,-34.668,-43.457,-32.227,-18.066,0
1594927678.043,-37.109,-43.945,-28.320,-15.137,0
1594927678.047,-35.645,-41.504,-28.809,-11.719,0
1594927678.051,-31.738,-40.527,-36.133,-17.578,0
1594927678.054,-25.391,-40.527,-36.621,-25.391,0
1594927678.058,-24.902,-40.527,-38.574,-16.113,0
1594927678.062,-30.273,-34.180,-32.227,-9.277,0
1594927678.066,-35.645,-30.762,-28.320,-23.926,0
1594927678.070,-38.086,-31.738,-29.297,-24.414,0
1594927678.082,-37.109,-37.109,-36.133,-25.391,0
1594927678.086,-37.598,-35.645,-43.945,-28.809,0
1594927678.090,-34.668,-25.391,-34.180,-32.227,0
1594927678.094,-35.645,-22.949,-28.320,-37.109,0
1594927678.098,-33.203,-25.879,-22.461,-30.762,0
1594927678.102,-29.785,-29.297,-24.414,-33.691,0
1594927678.106,-34.668,-32.715,-20.508,-35.156,0
1594927678.109,-30.762,-33.203,-14.160,-34.668,0
1594927678.113,-20.508,-31.738,-19.531,-36.621,0
1594927678.117,-24.414,-32.227,-20.508,-38.086,0
1594927678.121,-29.297,-29.785,-23.926,-43.945,0
1594927678.125,-26.367,-26.855,-26.367,-46.875,0
1594927678.120,-29.297,-21.484,-21.973,-43.945,0
1594927678.124,-23.926,-24.902,-27.832,-43.457,0
1594927678.128,-12.207,-28.809,-30.762,-35.156,0
1594927678.132,-16.602,-33.691,-34.180,-26.855,0
1594927678.136,-28.320,-37.109,-41.992,-36.133,0
1594927678.140,-32.227,-29.785,-33.203,-38.574,0
1594927678.144,-27.832,-22.949,-24.414,-30.762,0
1594927678.147,-29.785,-29.785,-21.973,-22.461,0
1594927678.151,-40.527,-33.203,-23.926,-18.555,0
1594927678.155,-39.062,-30.762,-23.926,-14.648,0
1594927678.159,-35.645,-23.438,-20.996,-15.625,0
1594927678.163,-34.180,-19.531,-21.973,-32.227,0
1594927678.176,-30.273,-25.391,-31.738,-40.039,0
1594927678.180,-35.645,-33.691,-34.668,-46.387,0
1594927678.184,-36.621,-32.227,-21.973,-63.965,0
1594927678.188,-36.133,-33.203,-21.973,-54.688,0
1594927678.192,-33.691,-35.645,-26.855,-46.875,0
1594927678.196,-21.973,-33.691,-27.832,-47.852,0
1594927678.200,-13.672,-37.109,-30.762,-43.945,0
1594927678.203,-15.625,-34.668,-25.391,-49.316,0
1594927678.207,-38.086,-30.762,-22.949,-39.551,0
1594927678.211,-54.688,-31.250,-26.855,-26.367,0
1594927678.215,-56.152,-35.645,-23.438,-34.668,0
1594927678.219,-57.617,-31.250,-21.484,-42.480,0
1594927678.214,-42.969,-24.902,-29.785,-35.645,0
1594927678.218,-35.645,-41.992,-25.391,-33.203,0
1594927678.222,-43.945,-43.457,-31.738,-39.551,0
1594927678.226,-44.434,-25.391,-35.156,-35.645,0
1594927678.230,-39.062,-27.344,-25.879,-25.879,0
1594927678.234,-39.062,-37.598,-27.344,-17.578,0
1594927678.238,-37.598,-42.969,-29.785,-18.066,0
1594927678.241,-37.598,-42.480,-30.762,-19.043,0
1594927678.245,-37.109,-42.480,-36.133,-22.461,0
1594927678.249,-35.156,-41.992,-29.297,-19.531,0
1594927678.253,-35.645,-42.480,-20.020,-12.207,0
1594927678.257,-34.668,-31.738,-23.438,-20.508,0
1594927678.270,-35.645,-31.250,-28.320,-25.879,0
1594927678.274,-39.062,-39.062,-30.762,-24.902,0
1594927678.278,-39.062,-32.227,-26.855,-28.320,0
1594927678.282,-37.598,-30.762,-31.738,-35.156,0
1594927678.286,-35.645,-39.551,-32.715,-34.180,0
1594927678.290,-33.691,-39.551,-30.273,-31.738,0
1594927678.294,-41.504,-36.621,-31.250,-30.273,0
1594927678.297,-45.898,-39.551,-29.785,-39.062,0
1594927678.301,-41.016,-43.457,-32.227,-40.527,0
1594927678.305,-55.176,-43.945,-32.715,-36.621,0
1594927678.309,-61.523,-41.016,-33.203,-36.133,0
1594927678.313,-42.969,-38.086,-32.227,-33.203,0
1594927678.307,-28.320,-34.668,-24.414,-32.715,0
1594927678.311,-36.621,-30.273,-24.414,-33.203,0
1594927678.315,-41.016,-25.879,-26.855,-22.461,0
1594927678.319,-31.738,-27.344,-25.391,-23.926,0
1594927678.323,-41.504,-28.320,-23.438,-36.133,0
1594927678.327,-35.156,-30.762,-23.926,-38.086,0
1594927678.331,-23.438,-35.156,-22.461,-34.180,0
1594927678.334,-34.668,-37.109,-25.391,-39.062,0
1594927678.338,-28.809,-35.645,-27.832,-30.273,0
1594927678.342,-25.391,-32.715,-18.555,-18.555,0
1594927678.346,-36.133,-32.715,-23.438,-25.391,0
1594927678.350,-35.645,-29.785,-28.320,-27.344,0
1594927678.364,-32.715,-27.344,-21.973,-30.273,0
1594927678.368,-21.973,-25.391,-25.391,-28.809,0
1594927678.372,-24.902,-24.902,-25.391,-32.715,0
1594927678.376,-36.133,-20.996,-26.367,-39.062,0
1594927678.380,-40.527,-19.531,-34.180,-40.527,0
1594927678.384,-44.922,-27.832,-38.574,-41.992,0
1594927678.388,-44.434,-28.320,-30.762,-39.062,0
1594927678.391,-45.410,-27.832,-24.902,-47.363,0
1594927678.395,-44.434,-36.133,-26.855,-54.199,0
1594927678.399,-44.922,-34.180,-27.344,-43.945,0
1594927678.403,-42.969,-29.785,-29.785,-39.062,0
1594927678.407,-38.574,-31.250,-39.551,-45.410,0
